id,dimension,text,rater_one,rater_two,rater_three,average_score
AU01.003491,d3_cultural_factors,"Vielleicht wäre es eine Möglichkeit, diese Frage, wie sie mit ihrer Familie sprechen könnten oder mit ihren Freunden sprechen können, noch ein bisschen zurückzustellen, damit ich sie erst mal besser kennenlerne und wir so ihre eigene Position zu sich selber noch genauer beschrieben haben und welche Aspekte da wichtig sind und dann fällt es vielleicht leichter, noch mal über diese beiden anderen Fragen nachzudenken.",1,0,1,0.667
AU01.003492,d3_cultural_factors,"Vielleicht können Sie mir ein bisschen genauer erklären, wann diese kulturellen Unterschiede für Sie wirklich zum Problem werden. Wovon ist das abhängig? Vielleicht von Ihrer Stimmung oder von dem, was über den Tag passiert ist oder besonders an Festtagen oder so etwas?",1,3,2,2.0
AU01.003493,d3_cultural_factors,"Das ist schade, dass Sie Ihren Wunsch zu studieren zurückgestellt haben und ich würde jetzt doch noch ein bisschen genauer wissen, was Sie damit meinen, wenn Sie sagen, so Leute wie Sie, die gehören nicht an die Universität. Weshalb nicht?",1,1,2,1.333
AU01.003581,d3_cultural_factors,"Sie haben ja zu Beginn ihre Eltern erwähnt und meinten, dass ihre Eltern nie wirklich in Deutschland angekommen sind. Sie sich aber eigentlich sehr angekommen fühlen. Haben sie den Eindruck, dass es was mit der Art, wie sie aufgewachsen sind, zu tun haben könnte? Auch so diese Einsamkeit. Es kann auch sein, dass es an etwas anderem liegt. Ich komme nur darauf, weil sie zu Beginn ihre Eltern erwähnt haben. Vielleicht können wir dort weiter überlegen.",3,3,3,3.0
AU01.003582,d3_cultural_factors,"Darf ich nochmal nachfragen? Sie meinten, dass Jungs wie Sie mit Migrationshintergrund nicht an die Uni gehören. Ist das Ihre Meinung oder ist das eine Sache, die Sie schon öfter gehört haben?",2,3,3,2.667
AU01.003583,d3_cultural_factors,"Wenn Sie mal in sich reinhören, welches Bedürfnis hatten Sie denn? Was wäre Ihnen wichtig? Wäre es Ihnen wichtig, unabhängig von der Reaktion Ihrer Familie, dass Ihre Familie das wüsste? Wäre es Ihnen wichtiger, dass Ihre Freunde verstehen? Ist Ihnen beides eigentlich gar nicht so wichtig? Je nachdem können wir ja mal gemeinsam überlegen, was für Sie der richtige Weg ist, damit umzugehen.",1,2,1,1.333
AU01.003852,d3_cultural_factors,"Vielen Dank für die Rückmeldung. Leider ist es erneut so, dass ich Teile nicht verstanden habe. Ich würde mich freuen, wenn Sie das nochmal wiederholen könnten. Wichtig ist es natürlich auch, wenn man in unterschiedlichen Kulturkreisen aufgewachsen ist, und das ist bei uns beiden auf jeden Fall der Fall, dass Sie mir gerne nochmal vielleicht Ihnen bekannte Unterschiede zwischen meinen und Ihrem Kulturkreis beschreiben, damit ich nochmal mehr nachvollziehen kann, was vor allem in Ihrem Kulturkreis für Sie relevant ist und was vor allem die Dinge sind, die in der Psychotherapie unbedingt eine Rolle spielen sollten. Wollen wir das versuchen?",1,3,1,1.667
AU01.003853,d3_cultural_factors,"Ja, das ist total nachvollziehbar und sie ist nicht die erste Patientin, die ich habe, die aus Polen kommt und tatsächlich sind sie auch wie die Patientin, die ich schon kenne, mit denselben Problemen behaftet, sich eben, obwohl eine gute Integration stattgefunden hat, sich in Deutschland nicht so wohl gefühlt wird. Erstmals hängt das einfach auch mit der kulturellen Prägung zusammen. Die polnische Prägung, die polnische Kultur ist schon nochmal eine andere als die deutsche. Wenn wir da nochmal mehr hinschauen, um vielleicht zu erkennen, warum sie sich trotz Freundschaften hier in Deutschland nicht so wohl bis hin sogar einsam fühlen.",3,3,2,2.667
AU01.003869,d3_cultural_factors,"Das fehlende Zugehörigkeitsgefühl stelle ich mir sehr belastend vor. Könnten Sie sich vorstellen, dass der Hintergrund der Migration und auch die Diskriminierungserfahrung für diese Emotionen und vielleicht auch ihre Beschwerden erklären könnten?",4,4,4,4.0
AU01.003870,d3_cultural_factors,"Ja, das glauben Sie könnte der Grund sein, dass Sie aktuell der Meinung sind, dass Menschen mit Migrationserfahrung, wie Sie nicht an irgendwie universitären Einrichtungen oder entsprechende Bildungseinrichtungen teilnehmen dürfen oder das nicht in Anspruch nehmen dürfen oder können.",1,1,1,1.0
AU01.003871,d3_cultural_factors,"Das stelle ich mir eher als eine sehr große Belastung vor, weder in seinem Freundeskreis noch in seinen familiären Kreisen sich ja irgendwie offen mitteilen zu können, was die eigene Sexualität angeht. Ich würde Ihnen einmal vorschlagen, dass wir einmal gemeinsam überlegen, dass diese beiden, ja, fehlenden offenen Ohren, die von Ihnen wahrgenommen werden, vielleicht etwas mit ihrer Diskriminierungserfahrung oder auch Migrationsgeschichte zu tun haben könnte.",4,4,4,4.0
AU01.003922,d3_cultural_factors,"Haben Sie das Gefühl, dass durch diese Umstände Ihre Beschwerden sich noch mehr verstärken und es einen Einfluss darauf hat, wie Sie mit dieser Therapie umgehen?",3,2,2,2.333
AU01.003923,d3_cultural_factors,"Glauben Sie, wenn Sie keinen Migrationshintergrund hätten, dass Sie sich anders fühlen würden in den Freundschaften etc.?",2,3,2,2.333
AU01.003971,d3_cultural_factors,"Warum glauben Sie das so, Leute wie Sie, wie Sie das sicher selbst bezeichnet haben, nicht an die Uni gehören? Wenn das Ihr Traum ist, dann sollte man diesen Traum oder Wunsch doch sicherlich angehen, oder nicht?",1,1,1,1.0
AU01.003972,d3_cultural_factors,"Können Sie mir eventuell eine konkrete Situation nennen, in der Sie sich jetzt eben so ausgeschlossen fühlen von Ihren Freunden?",1,0,1,0.667
AU01.003973,d3_cultural_factors,"Können Sie mir da eine konkrete Situation nennen, wo Sie sich gefühlt haben und dann können wir vielleicht auch mal auf das Verhalten von anderen schauen, ob die wirklich lachen oder wie das bei sich ausspielt, aber wie schon vorhin gesagt, ich finde, dass das bei Ihnen nicht so der Fall ist.",1,0,1,0.667
AU01.004023,d3_cultural_factors,"Was gibt Ihnen das Gefühl, dass Sie sich auch Ihren Freunden gegenüber, die ja eigentlich der Meinung sind, dass Sie mit dem Thema offen umgehen können, nicht öffnen können?",1,1,1,1.0
AU01.004025,d3_cultural_factors,"Was macht das mit ihnen, dass sie sich so unzugehörig fühlen? Wie lässt sie das fühlen?",1,1,1,1.0
AU01.004026,d3_cultural_factors,"Was lässt Sie glauben, dass Personen wie Sie nicht an die Uni gehören? Warum glauben Sie, das kann nicht funktionieren?",1,1,1,1.0
AU01.004076,d3_cultural_factors,"Jetzt haben Sie gesagt, dass das Ankommen in Deutschland beziehungsweise das Aufwachsen in Deutschland für Sie schon auch eine Herausforderung ist und dass sie auch Gefühle wie Einsamkeit oder ausgeschlossen sein können. Wenn Sie sich jetzt mal vorstellen, diese Gefühle könnten irgendwie was sagen. Was haben die denn vielleicht mit dieser Erfahrung von Migration ihrer Familie zu tun oder haben Sie vielleicht auch nichts damit zu tun?",4,4,4,4.0
AU01.004077,d3_cultural_factors,"Ich höre raus, dass Sie schon merken, dass viele Empfindungen, die Sie haben oder auch schwierige Erfahrungen, die Sie gemacht haben, was mit Ihrer Migration zu tun haben, mit dem in Deutschland ankommen. Und jetzt frage ich mich, was würden Sie denn sagen, was davon war etwas, was von außen begrenzt bestimmt war durch die Migration, durch was wurde durch die Gesellschaft begrenzt, wo wurden Sie vielleicht auch eingeschränkt und was waren Dinge, wo Sie Einfluss darauf hatten? Genau.",2,3,3,2.667
AU01.004078,d3_cultural_factors,"Ich höre raus, dass es für sie gerade sehr herausfordernd ist zu merken, dass sie eigentlich offen mit der Bisexualität umgehen wollen, aber ihre Familie und ihre Freunde es ihnen da schwer machen. Mal angenommen, für ihre Familie und ihre Freunde wäre es kein Problem, dass sie bisexuell sind. Wie viel von den Problemen wäre da noch übrig? Und was wird es für einen Unterschied machen für sie? Und was sagt das vielleicht auch über die Art des Problems aus?",1,2,1,1.333
AU01.004120,d3_cultural_factors,"Das klingt so, als wenn sie sich überwiegend in verschiedenen Kontexten, auch mit verschiedenen Werten und Hintergründen bewegen und sie zu beiden Kontexten gehören und gehören wollen. Was aber dabei schwierig ist, einzuordnen, was tatsächlich ihre Anteile darin sind, mit denen sie sich wohlfühlen und wo sie sich zugehörig fühlen. Vielleicht wäre es gut, das Augenmerkmal nochmal hinzulegen, den Fokus darauf zu legen, dass wir schauen, was denn in den verschiedenen Kontexten für sie Zugehörigkeit bedeutet und was vielleicht Einsamkeit und dann zu schauen, wie man sich in dem Spannungsfeld bewegen kann, dass wir da einen guten Mittelweg finden können oder einen guten Umgang in den verschiedenen Anteilen und Kontexten hin und her zu springen.",1,3,2,2.0
AU01.004124,d3_cultural_factors,"Mich würde interessieren, wofür es für sie wichtig ist, sich gegenüber ihrer Familie zu öffnen mit diesem Thema. Im Hinblick darauf, dass sie ja mittlerweile eine erwachsene Person sind und auch ein eigenes und privates Leben führen. Und genau, ich kann das auch verstehen, dass das belastend ist, dass darüber solche Diskussionen auch im Freundeskreis entstehen. Ich würde gerne erstmal drei Schritte zurückgehen und schauen, was für sie sich gut anfühlen würde, wenn gewisse Dinge möglich wären. Also erstmal zu schauen, wie müsste was sein, damit es sich für sie gut anfühlen würde.",1,1,1,1.0
AU01.004126,d3_cultural_factors,"Das finde ich sehr schade, dass sie den Blickwinkel so und die Haltung eingenommen haben und dem auch Glauben schenken, dass das so ist und ich frage mich wofür das gut ist, das nicht zu hinterfragen, dass so jemand so eine Aussage darüber trifft und dass sie sie dann auch so annehmen und ja.",1,0,0,0.333
AU01.004136,d3_cultural_factors,"Das muss ein großer Druck sein, den Sie empfinden, hier die Sprache gut zu sprechen, keine Fehler zu machen. Könnte es sein, dass dieser Druck etwas mit Ihrer Belastung zu tun hat, wegen der Sie hier sind?",2,3,3,2.667
AU01.004139,d3_cultural_factors,"Das muss sich sehr belastend anfühlen, zu glauben, dass sie ausgeschlossen sind und damit nicht dazuzugehören, obwohl sie jetzt hier schon eine Weile sind, glauben sie, dass dieses Gefühl nicht dazuzugehören, ihre Belastung vergrößert.",1,3,3,2.333
AU01.004142,d3_cultural_factors,"Das stelle ich mir belastend vor, sich weder den Freunden noch der Familie eröffnen zu können, sich dort nicht verstanden zu fühlen. Ist das ein Teil, weshalb sie Hilfe suchen, weil sie merken, sie fühlen sich nicht verstanden in ihrem Erleben?",1,1,2,1.333
AU01.004156,d3_cultural_factors,"Okay, ich verstehe, es gibt ja eine Art Unterschied. Sie fühlen sich auf der einen Seite angenommen, auf der anderen Seite haben sie aber auch manchmal das Gefühl, dass sie ausgeschlossen sind. Habe ich das so richtig verstanden? Ich frage mich nämlich auch, was denn dahinter stecken könnte, dass sie sich eben zwischendurch, obwohl sie ja eigentlich grundsätzlich schon das Gefühl haben, angenommen zu sein. Woher kommt es, dass sie zwischendurch doch das Gefühl haben, dass es eben nicht so ist? Also, ist in sie so ein bisschen dieses Gegensätzliche? Haben sie da Erklärungen für? Haben sie da vielleicht auch, wenn sie an ihre Eltern denken, eine Erklärung, dass das vielleicht sogar was mit der Herkunft ihrer Eltern zu tun haben kann oder mit dem Gefühl ihrer Eltern hier in Deutschland?",2,3,3,2.667
AU01.004157,d3_cultural_factors,"Okay, das klingt für mich erstmal ein bisschen irritierend, also Sie haben mir gerade schon gesagt, das klingt rassistisch und auch in mir kam so ein Gefühl auf von so, hm, aber warum mich? Da würde ich gerne nochmal ein bisschen tiefer reingehen, da würde ich gerne nochmal mehr verstehen. Was denken Sie, was an der Migration oder was an Ihrer Geschichte hindert Sie vielleicht daran, ja, an der Uni zu sein oder vielleicht auch an anderen Dingen in Ihrem Alltag, die Sie eigentlich gerne erreichen möchten, haben Sie da Erklärungen für?",3,3,2,2.667
AU01.004158,d3_cultural_factors,"Okay, ich kann es auf jeden Fall nachvollziehen, dieses Gefühl von irgendwie ja nicht dazu zu gehören oder vielleicht auch, wenn man die Sprache nicht kann, dass man sich da eher der geschichtlichen Herkunft, also ihrer Herkunft in Persien zugehörig fühlen. Ich frage mich, welche Auswirkungen das für Sie in Ihrem Leben hat, also neben diesem nicht dazugehörigen Gefühl, haben Sie da vielleicht Erklärungen für?",3,3,3,3.0
AU01.004167,d3_cultural_factors,"Das klingt wirklich nach einer sehr schwierigen Position, in der sie da stecken, einerseits mit ihrer Herkunftsfamilie, mit der Familie, in der sie aufgewachsen sind, der Kultur, mit der sie aufgewachsen sind, den vielen so anders ist, als die Kultur, in der sie jetzt hier leben. Ich stelle mir das sehr belastend vor. Ich frage mich angenommen, sie können die Einstellung ihrer Familie da nicht ändern, was eine gute Umgangsweise für sie damit sein könnte.",2,2,3,2.333
AU01.004168,d3_cultural_factors,Das klingt nach einem zerplatzen Traum. Es tut mir leid und ich bin ganz neugierig geworden. Was meinen sie damit? Die gehören nicht an die Uni oder sie gehören nicht an die Uni.,1,1,1,1.0
AU01.004169,d3_cultural_factors,"Sie fühlen sich also oft einsam allein, obwohl sie eigentlich vom Kopf her wissen, dass sie das nicht sind, dass sie gut eingebunden sind, Freunde und Freunde haben. Ich frage mich, wie viel davon Einsamkeitsgefühle ihrer Eltern sein können. Also wie viel von diesen Gefühlen gar nicht so sehr zu ihnen und ihrem Leben gehört, sondern so zu ihrer Familie, zu ihren Eltern gehören könnte.",4,2,2,2.667
AU01.004193,d3_cultural_factors,"Ich habe gehört, dass Sie gesagt haben, dass Sie mit Migrationens Erfahrungen nicht an die Uni können. Und jetzt ist es doch interessant, weil Sie das darstellen, als ob das nicht Berücksichtigung findet. Jetzt weiß ich aber, dass es tatsächlich auch Organisationen gibt, die gerade an Hochschulen Leuten helfen, Studienplätze zu bekommen, die frohe Luft- oder Migrationserfahrungen haben. Also muss ich hier schon nochmal fragen, wie kommen Sie auf die Idee, dass das überhaupt nicht möglich ist?",1,0,0,0.333
AU01.004194,d3_cultural_factors,"Sie, wenn ich Ihnen zuzuhöre, dann hört es sich fast an wie ein Entweder-oder, also ich muss mich ganz öffnen oder ganz verschließen und also ich frage mich, ob es nicht auch möglich wäre, sowohl als auch, ein bisschen von beide, je nach Kontext zum Beispiel. Also was halten Sie davon, was ich da sage? Können Sie das verstehen?",1,1,1,1.0
AU01.004195,d3_cultural_factors,"Eine Sprachbarriere macht es natürlich schwieriger, alles genau so zu machen, wie in einem Land, wo man die Sprache gut spricht. Trotzdem sind sie in der Psychotherapie und machen das hier so gut, also vielleicht lohnt es sich nochmal noch zu gucken auf die Situationen, in denen sie mehr das Gefühl haben dazu zu gehören und wo sie sich sehr gut ausdrücken können, wo sie es richtig gut meistern, wie zum Beispiel hier.",1,1,1,1.0
AU01.004219,d3_cultural_factors,"Haben sie denn das Gefühl, dass sie ausgeschlossen werden aufgrund ihrer, also seit, durch ihre Migrationsgeschichte oder hat das was mit den Leuten zu tun?",4,4,3,3.667
AU01.004220,d3_cultural_factors,"Denken Sie denn, das hat kulturelle Gründe, dass Sie sich da Ihrer Familie gegenüber nicht öffnen können? Oder sind das religiöse Gründe? Haben Ihre Eltern da schon mal mit Ihnen darüber gesprochen, vielleicht über andere Menschen? Oder woher kommt dieser Glaube von Ihnen, dass Sie sich da nicht öffnen können?",3,3,3,3.0
AU01.004221,d3_cultural_factors,"Warum denken Sie denn, dass Menschen wie Sie mit Migrationshintergrund nicht an die Uni gehören? Also wenn Sie sich die Uni mal anschauen, dann ist da doch ein ziemlich großer Anteil mit Migrationshintergrund. Wie kommt das, dass Sie so denken?",1,1,1,1.0
AU01.004243,d3_cultural_factors,"Okay, da haben sie eine Idee woran das liegen könnte, dass sie sich ausgeschlossen fühlen, also worauf das zurückzuführen ist.",1,1,1,1.0
AU01.004244,d3_cultural_factors,"Sie haben Angst ausgelacht und nicht akzeptiert zu werden, weil sie die Sprache nicht perfekt sprechen.",3,2,2,2.333
AU01.004245,d3_cultural_factors,"Das stelle ich mir sehr belastend vor, weil dies ja in ihrer Kultur nicht anerkannt ist.",2,1,2,1.667
AU01.004259,d3_cultural_factors,"Das ist eine ganz schwierige Situation, die Sie da beschreiben und auch eine sehr herausfordernde Lebenssituation in einem anderen Land und einer anderen Kultur zu leben. Das kann ich mir sehr gut vorstellen, dass Sie da auch negative Erfahrungen machen und nicht alle Ihnen so freundlich und verständnisvoll begegnen. Vielleicht können wir im Verlauf der Therapie auch gucken, ob Sie hier für sich da was erarbeiten können, wie Sie damit gut umgehen können.",3,3,4,3.333
AU01.004260,d3_cultural_factors,"Also da fühlen Sie sich im Moment in einem richtigen Dilemma. Egal wie Sie es machen, machen Sie es verkehrt. Also vielen Dank, dass Sie sich hier in der Therapie bei mir damit so zeigen und öffnen können und auch mit diesem inneren Konflikt, in dem Sie sich da befinden.",2,1,1,1.333
AU01.004261,d3_cultural_factors,"Ist es Ihnen wichtig, dass wir das hier zum Thema machen, was Ihnen damit Bewerbungen passiert ist im Laufe Ihrer Berufslaufbahn oder geht es eher darum, jetzt auch zufrieden zu sein mit dem, was Sie jetzt beruflich machen?",1,2,1,1.333
AU01.004321,d3_cultural_factors,"Und könnten Sie sich vorstellen, dass die Migrationsgeschichte Ihrer Eltern oder vielleicht auch die Tatsache, dass Sie dadurch hier weniger soziale Verbindungen bezüglich der Herkunftsfamilie haben, dass das einen Einfluss darauf hat, wie es Ihnen geht?",4,4,4,4.0
AU01.004322,d3_cultural_factors,"Ist das für Sie vorstellbar, dass die Art, wie Sie darüber denken, dass Sie jetzt aufgrund der Migrationsgeschichte nicht an die Uni gehören, dass das auch einen Einfluss darauf hat, wie es Ihnen geht, also die Art, wie Sie über sich denken als Migrant?",4,3,3,3.333
AU01.004323,d3_cultural_factors,"Und dass Sie sich so fühlen, glauben Sie, das hat allein mit Ihrer Migrationserfahrung zu tun oder gibt es da aus Ihrer Sicht noch andere Dinge, die vielleicht auch einen Einfluss haben?",4,2,1,2.333
AU01.004341,d3_cultural_factors,"Das klingt nach einer sehr belastenden und schwierigen Situation. Glauben Sie, dass die aktuelle Situation und die Reaktionen aus dem Umfeld etwas mit Ihren Beschwerden zu tun haben, die Sie hier herführen?",3,2,2,2.333
AU01.004342,d3_cultural_factors,"Es klingt belastend, wenn Sie sich einsam fühlen. Würden Sie sagen, dass Sie sich in Deutschland wirklich zu Hause fühlen? Oder haben Sie das Gefühl eher zwischen den beiden Ländern zu sein?",3,3,3,3.0
AU01.004343,d3_cultural_factors,"Das ist total schade, dass Sie Ihren Traum nicht verwirklichen konnten. Wer genau hat Ihnen gesagt, dass Menschen mit Migrationshintergrund nicht an die Universität gehören? Oder wie haben Sie denn genau diese Erfahrung gemacht?",2,2,1,1.667
AU01.004475,d3_cultural_factors,"Sie erzählen, dass sie sich häufig ausgeschlossen fühlen, obwohl es vielleicht gar nicht so ist und haben vorher erzählt, dass ihre Eltern aus Polen nie ganz in Deutschland angekommen sind. Das klingt, als würden sie da einen Zusammenhang sehen. Wie sehen sie das? Haben sie das Gefühl, dass da die Herkunft ihr Gefühl von Zugehörigkeit beeinflusst? Ja oder nein? Und was denken sie dazu?",3,4,3,3.333
AU01.004476,d3_cultural_factors,"Ja, das klingt wirklich nach einem Konflikt, in dem sie da stecken zwischen auf der einen Seite der Kultur ihrer Familie und dem, was sie da an Rückmeldung bekommen, wenn sie sich da ehrlich und authentisch zeigen würden, und auf der anderen Seite haben sie das Gefühl, ihre deutschen Freunde und da, wo sie in der Kultur aufgewachsen sind, dazu enttäuschen. Ich kann mir nur vorstellen, dass das innerlich echt anstrengend ist. Wie sehen Sie das?",4,4,4,4.0
AU01.004477,d3_cultural_factors,"Ja, ich finde, das macht Sinn. Sprache ist so ein wichtiger Teil im Zusammenleben und zum Zugehörigkeitsgefühl und ich könnte mir auch vorstellen, dass es mit Menschen, die die gleiche Sprache sprechen, wie sie vielleicht leichter ist, aber dass es jetzt zu einem Gefühl kommt von Nicht-Zugehörigkeit. Ich glaube, das können viele Menschen mit Migrationshintergrund nachvollziehen und das ist wirklich eine realistische und ja, dass es leider tatsächlich so ist und das ist sehr frustrierend und kann ich doch zu einer Einsamkeit beitragen, stelle ich mir vor. Wie erleben Sie das genau?",4,4,3,3.667
AU01.000898,d4_family_system,"Ich kann mir vorstellen, dass das eine sehr schwierige Situation ist, in der sie sich da als Familie befinden. Wie ist es denn für sie und für ihre Mutter so ein Geheimnis vor ihrem Vater zu bewahren?",4,4,4,4.0
AU01.000899,d4_family_system,"Ich verstehe, dass sie sich da in einer sehr schweren Situation gerade befinden. Ein Zwiespalt zwischen ihren Bedürfnissen und denen der Familien. Weiß denn jemand aus ihrer Familie einen Bescheid darüber, dass sie unglücklich sind oder auch Angst vor ihrem Freund haben?",3,4,4,3.667
AU01.000900,d4_family_system,"Ich verstehe, dass Sie da jetzt sehr aufgewühlt sind. Haben Sie da Ihre Mutter dann darauf angesprochen in der Situation?",2,3,2,2.333
AU01.000913,d4_family_system,"Das hört sich sehr komplex und auch sehr belastend für sie vor. Auch kann ich mir sehr gut vorstellen, dass das eine Herausforderung im Moment für sie ist. Auf der einen Seite ihre Wunsch aus dieser Beziehung rauszugehen und auf der anderen Seite zu wissen, dass sie keine Probleme verursachen wollen für beide Familien.",2,2,2,2.0
AU01.000914,d4_family_system,"Ja, ich finde es auch, dass es sehr traurig ist, vor allem, wie Sie das beschreiben, sie wollen aussehen und dass ihren Vater die Macht hat, über ihr Leben dann zu entscheiden, kann ich mir sehr gut vorstellen, dass sie sich traurig fühlen.",2,2,1,1.667
AU01.000916,d4_family_system,"Ja, verständlich, sowohl für sie als auch für ihre Mutter zu spielen, als sie keinen Freund hätten und als sie Single wären. Da kann ich mir sehr gut vorstellen, dass es nicht so einfach ist, das zu verstecken.",2,2,2,2.0
AU01.000977,d4_family_system,Kennen Sie dieses Verhalten auch von anderen Familienmitgliedern bei Ihnen?,2,3,3,2.667
AU01.000978,d4_family_system,"Wenn ich mir vorstelle, in ihrer Lage zu sein, dann kann ich mir vorstellen, dass das für sie wirklich schwierig ist. Können Sie sich dann vorstellen, dass dieses Schuldgefühl auch mit der Familiendynamik und ihrer Familie zusammenhängt?",4,3,4,3.667
AU01.000979,d4_family_system,"Ich stelle mir das sehr anstrengend vor. Könnte es sein, dass das mit ihrem Familiensystem zu tun hat?",2,3,3,2.667
AU01.001026,d4_family_system,"Ja, okay. Also korrigieren Sie mir, wenn ich der falsche gebe, was jetzt bei mir als allererstes ankommt, ist, dass Sie da dann irgendwie auch ganz schön wütend sind auf Ihre Mutter und so ein Unverständnis haben.",1,2,2,1.667
AU01.001027,d4_family_system,"Okay, also ich habe jetzt verstanden, dass Sie da einfach sehr viel erfüllen müssen und unterstützen müssen. Und ich muss sagen, was bei mir als erstes ankommt, dass es auch einfach sehr schwer ist. Ja, und dann frage ich mich auch, ob Sie sich vorstellen könnten, dass wir vielleicht mal gemeinsam sprechen, also mit Ihrem Mann oder mit Ihren Söhnen, vielleicht auch nicht mit allen gleichzeitig, einfach um so ein bisschen gemeinsam zu verstehen, auch damit ich besser verstehen kann, wie denn die Perspektive von Ihren Familienmitgliedern ist auf die Situation, in der Sie gerade sind, unter der Sie, und da können wir dann langsam auch gucken, wenn wir das einbringen oder nicht, aber ganz offensichtlich auch irgendwie leiden.",2,3,2,2.333
AU01.001076,d4_family_system,"Sie nehmen eine total wichtige Rolle rein in ihrer Familie, dass sie die Familie versorgen als Hausfrau, dass sie da sind für ihre Schwiegersöhne, ihren Mann, zum Beispiel wenn die Wasserpfeife rauchen. Genau, da haben sie eine ganz zentrale und wichtige Funktion, ganz wichtige Rolle in der Familie. Was würden Sie denn sagen? Steht das irgendwie auch im Zusammenhang mit Ihrer Gesundheit? Sorgt das irgendwie dafür, dass es Ihnen besser oder schlechter geht?",3,3,3,3.0
AU01.001077,d4_family_system,"Ja, also sie beschreiben mir, dass sie unglücklich sind in der Beziehung. Das wird ganz deutlich, dass sie teilweise auch Angst haben vor ihrem Partner und dass sie auch mit dem Gedanken spielen, wie es wäre, ihn zu verlassen. Und gleichzeitig sind sie da aber auch recht sicher, dass sie das nicht tun können oder wollen, weil das familiär so schwierig wäre, weil die beiden Familien auch sich so nahe stehen und das so viel Konfliktpotenzial auch mit sich bringen würde. Was würden Sie denn sagen, wenn Sie so diese ganze Konstellation betrachten, Ihre Partnerschaft, aber auch die Familien, hat das irgendwie etwas auch mit Ihrer Stimmung, mit Ihnen und Ihrer Problematik zu tun?",3,3,3,3.0
AU01.001078,d4_family_system,"Sie sind sich einfach total gewiss darüber, was ihre Eltern alles auf sich genommen haben und letztlich auch um ihnen hier ein gutes Leben zu bieten, ohne die Schwierigkeiten und Herausforderungen, die ihre Eltern im Iran erlebt haben. Und deswegen fühlen sie sich ein Stück weit auch verpflichtet, auch so nach den Werten und Traditionen zu leben, die ihren Eltern wichtig sind. Und gleichzeitig möchten sie aber auch ihr eigenes Ding machen. Und da sind sie so total zerrissen eigentlich in dieser Frage. Also würden sie sagen, welchen Einfluss das jetzt genau auf sie hier hat und auf ihren Alltag.",2,3,4,3.0
AU01.001112,d4_family_system,"Also das klingt, als hätten Sie schon eine Mutter, die Ihnen Verständnis entgegenbringt für Ihre Beweggründe, auch wenn sie nicht weiß, wie sie optimal damit umgehen kann. Gibt es denn auch noch Geschwister, die Sie haben, mit denen Sie darüber sprechen könnten?",3,4,4,3.667
AU01.001113,d4_family_system,"Also Sie leisten Hilfe, wo Sie aber sehen, da wird nicht so damit umgegangen, wie Sie das jetzt erwarten würden. Gibt es dann andere Personen in der Familie, die das mitbekommen, sei es jetzt Ihr Vater oder Geschwister oder so etwas?",3,4,4,3.667
AU01.001114,d4_family_system,"Ich verstehe, das ist eine belastende Situation, das Streben nach Freiheit auf der einen Seite, ber dann die Bedrohung dadurch, dass ihr Vater dafür sorgen kann oder sorgen möchte, dass auch Kontakt durch den Rest der Familie abgebrochen wird. Ist das dann realistisch? Glauben Sie, dass Ihr Vater das erreichen wird? Oder glauben Sie, dass trotzdem Ihre Mutter oder Geschwister oder Konsolonskusinen den Kontakt zu Ihnen trotzdem aufrecht halten würden, vielleicht ohne Mitwissen des Vaters?",4,3,3,3.333
AU01.001131,d4_family_system,"Das klingt so, als würden Sie sich da von Ihrer Mutter gar nicht richtig gesehen fühlen. Ist das denn so, dass Sie auch feststellen, dass Ihre Beschwerden sich verschlimmern, immer wenn Sie Streit haben mit Ihrer Mutter?",4,3,4,3.667
AU01.001136,d4_family_system,"Woran spüren Sie diesen Druck von Ihrer Familie, sich an die Regeln und Werte zu halten, die Ihnen anerzogen wurden? Wie reagieren Sie zum Beispiel, wenn Sie etwas tun, was gegen Ihre Erwartungen spricht?",4,4,3,3.667
AU01.001140,d4_family_system,"Ich habe das Gefühl, Sie sind da wie Gefangene in diesen Erwartungen und Vorstellungen Ihrer Familie bzw. vor allem Ihres Vaters und versuchen Sie dort auszubrechen und dem zu folgen, was Sie für sich und für Ihr Leben möchten. Aber auch das ist nicht leicht, weil Sie Ihre Mutter dadurch in so eine schwierige Situation bringen.",2,2,3,2.333
AU01.001143,d4_family_system,"Ich kann Ihren Wunsch nach Unabhängigkeit sehr nachvollziehen. Das meinen Sie, warum würde Ihr Vater es Ihnen und wie Sie sagten auch Ihren Schwestern oder Ihrer Mutter verbieten?",4,4,3,3.667
AU01.001144,d4_family_system,"Ich kann mir vorstellen, dass es manchmal gar nicht leicht ist, diesen Erwartungen gerecht zu werden. Was sind denn noch andere Erwartungen Ihres Mannes an eine gute Ehefrau?",3,4,3,3.333
AU01.001168,d4_family_system,"Da wollen sie ihre Aufgabe sehr gut erfüllen. Ich frag mich, was jetzt beispielsweise ihr Mann oder auch ihre Schwiegersöhne sagen würden, mit was es ihnen nicht so gut geht.",4,4,4,4.0
AU01.001170,d4_family_system,"Da scheinen sie in einer schwierigen Situation zu stecken, in der die Frage ist, ob sie ihr Bedürfnis auszuziehen und ihre Freiheit zu genießen voranstellen oder ob sie sich dafür entscheiden, bei ihren Eltern wohnen zu bleiben und dafür ihre Familie nicht zu verärgern.",2,2,3,2.333
