id,dimension,text,text_en,rater_one,rater_two,rater_three,average_score
AU01.002007,d3_cultural_factors,"Was lässt Sie glauben, dass Sie oder Menschen mit Migrationshintergrund nicht an die Uni gehören?",What makes you believe that you or people with a migration background don't belong at the university?,1,1,1,1.0
AU01.002024,d3_cultural_factors,"Was denken Sie, woran das gelegen haben könnte, dass Sie sich da nicht zugehörig gefühlt haben? Könnte es sein, dass Ihre Migrationsgeschichte da eine Rolle gespielt hat?",What do you think might have caused you not to feel like you belonged there? Could it be that your migration history played a role?,4,4,3,3.667
AU01.002025,d3_cultural_factors,"Könnte Ihr Gefühl, was Sie beschrieben haben, damit zusammenhängen, dass Sie so ein bisschen zwischen oder in diesen beiden Welten leben, von Deutschland und von Polen? Prüfen Sie das aber auch ganz kritisch, was ich Ihnen vorschlage.","Could your feeling, what you have described, have something to do with the fact that you live a bit between or in these two worlds, Germany and Poland? But also examine what I suggest to you very critically.",4,3,2,3.0
AU01.002026,d3_cultural_factors,"Was Sie beschreiben, klingt für mich so ein bisschen wie ein Gefühl von Entfremdung von anderen Menschen in ihrem Umfeld. Glauben Sie, dass da eine Rolle spielt, dass sie andere kulturelle Hintergründe haben?",What you describe sounds to me a bit like a feeling of alienation from other people around you. Do you think that the fact that they have different cultural backgrounds plays a role?,4,4,3,3.667
AU01.002050,d3_cultural_factors,"Warum ist es denn für Sie so wichtig, an Leinick für Ihre Familie zu sorgen?",Why is it so important for you to provide for your family in Leinick?,0,1,1,0.667
AU01.002051,d3_cultural_factors,Warum denken Sie das? Wie kommen Sie dazu? Kann Sie mir das erklären?,Why do you think that? How do you come to this? Can you explain that to me?,0,1,1,0.667
AU01.002052,d3_cultural_factors,"Was glauben Sie denn, wie Ihre Familie reagieren würde? Und was glauben Sie, wie Ihre deutschen Freunde reagieren würden?",How do you think your family would react? And how do you think your German friends would react?,1,2,1,1.333
AU01.002098,d3_cultural_factors,"Es freut mich total für Sie, dass Sie sagen, Sie haben Anschluss gefunden. Gleichzeitig kann es natürlich total schwer sein, wenn man aus einem anderen Land kommt, neue Freunde zu finden und die Erfahrung haben Sie ja auch gemacht. Könnten Sie sich vorstellen, dass das vielleicht irgendwie zusammenhängt mit dem Hintergrund Ihrer Eltern, die ja Schwierigkeiten hatten, hier anzukommen?","I'm really happy for you that you say you've found a connection. At the same time, of course, it can be really difficult to find new friends when you come from another country, and you've had that experience too. Could you imagine that this might have something to do with the background of your parents, who had difficulties arriving here?",4,4,3,3.667
AU01.002099,d3_cultural_factors,"Wieso haben Sie das Gefühl oder den Eindruck, dass Menschen mit Migrationshintergrund nicht an die Uni können? Haben Sie vielleicht irgendwelche Erfahrungen gemacht mit Freunden, mit Familie, die gezeigt hat, dass diese Menschen nicht an die Uni gegangen sind und jetzt schließen Sie möglicherweise darauf, dass allgemein Menschen mit Migrationshintergrund nicht an die Uni gehen können?",Why do you have the feeling or the impression that people with a migration background can't go to university? Have you perhaps had any experiences with friends or family that have shown that these people did not go to university and now you may conclude that in general people with a migrant background cannot go to university?,1,2,2,1.667
AU01.002100,d3_cultural_factors,"Ich glaube, dass das ganz schön schwer für Sie ist, sich hier in der neuen Kultur zurecht zu finden.  Dass Sie sich als Versager fühlen, sagen Sie sich das selbst oder haben Sie andere Menschen miterlebt, die einen Migrationshintergrund haben und diese Menschen vielleicht als Versager gesehen?",I think it's quite difficult for you to find your way around the new culture here. Do you tell yourself that you feel like a failure or have you witnessed other people who have a migration background and perhaps seen these people as failures?,1,2,3,2.0
AU01.002114,d3_cultural_factors,"Sie selbst könnt es natürlich am besten beurteilen, aber von dem, wie ich Ihnen gerade so zugehört habe, kam bei mir gerade die Frage auf, ob gerade zu diesem Dazugehörigkeitsgefühl, das es nicht so stark ausgeprägt war, auch mit reingespielt haben könnte, mit der Migrationsgeschichte ihrer Eltern.","Of course, you can judge it best yourself, but from listening to you, the question arose in my mind as to whether her parents' migration history could have played a part in this sense of belonging, which was not so strong.",3,4,3,3.333
AU01.002115,d3_cultural_factors,"Und haben Sie aber auf jeden Fall einen ganz schön großen Druck, der da auf Ihnen lastet und also durch die Arbeit und dann auch noch quasi, ja, was Ihr Arzt zu Ihnen sagt, dass Sie auf jeden Fall weniger arbeiten sollen. Haben Sie dann manchmal das Gefühl, dass vielleicht gerade so Ihr Arzt ihn nicht so versteht, weil er aus einem anderen kulturellen Hintergrund kommt als Sie?","And in any case, you have a lot of pressure that is on you because of work and then also, yes, what your doctor tells you, that you should definitely work less. Do you sometimes have the feeling that maybe your doctor doesn't understand you because he comes from a different cultural background than you?",2,4,2,2.667
AU01.002116,d3_cultural_factors,"Sie haben gerade gesagt, dass ihre Eltern irgendwie nie so richtig in Deutschland angekommen sind und dass sie zwar hier aufgewachsen sind, aber sich ja trotzdem nicht so richtig angenommen von ihren Freunden fühlen. Und da kam mir nun gerade die Frage auf, ob das vielleicht auch mit der Herkunft ihrer Familie zusammenhängen könnte. Vielleicht auch mit den Gefühlen, die ihre Eltern gegenüber ihrem Heimatland und Deutschland noch fühlen.","You just said that your parents somehow never really arrived in Germany and that although they grew up here, they still don't feel really accepted by their friends. And then the question occurred to me as to whether this might also have something to do with her family's origins. Maybe also with the feelings that her parents still feel towards their home country and Germany.",4,4,3,3.667
AU01.002153,d3_cultural_factors,"Wie kommen Sie denn darauf, dass Leute mit Migrationshintergrund nicht an die Uni gehören? Ich habe mir gerade überlegt, bitte korrigieren Sie mich, wenn ich falsch liege, ob das vielleicht auch in Ihrem Freund oder Bekanntenkreis so ein Bild ist, was da aufrechterhalten wird.","How do you come to the conclusion that people with a migration background don't belong at the university? I was just thinking, please correct me if I'm wrong, whether this is perhaps the same image that is being perpetuated among your friends or acquaintances.",3,3,2,2.667
AU01.002154,d3_cultural_factors,"Okay, ja das finde ich sehr schade zu hören, dass sie sich so fühlen. Ich habe mich jetzt gerade gefragt, ob das eventuell daran liegen könnte, dass sie sich vielleicht aufgrund doch der unterschiedlichen kulturellen Hintergründen, denen sie aufgewachsen sind im Vergleich zu ihren Freunden, ob das vielleicht daran liegen könnte. Was denken sie denn dazu?","Okay, yes, I find it very sad to hear that they feel that way. I was just now wondering whether that might be because of the different cultural backgrounds they grew up in compared to their friends. What do you think about that?",4,4,4,4.0
AU01.002155,d3_cultural_factors,"Das tut mir wirklich sehr leid, das zu hören. Ich habe gerade die Idee gehabt, ob das vielleicht daran liegen könnte, dass sie ja, auch wenn sie zwar natürlich immer deutsche Freunde hatten, da haben sie ja trotzdem kulturell von zu Hause zum Teil irgendwas anderes auch mitbekommen. Da sind ja irgendwie zwei Kulturen bei ihnen vorhanden. Könnte das vielleicht daran liegen, dass sie sich da etwas ausgeschlossen fühlen?","I'm really very sorry to hear that. I just had the idea whether that might be because, even if they always had German friends, they still got something different culturally from home. Somehow they have two cultures. Could this perhaps be because they feel a bit left out?",4,4,4,4.0
AU01.002187,d3_cultural_factors,"Ja, es ist sicherlich sehr schwer, wenn man einen sehr inneren, selbstkritischen Stimme hat, der uns immer was schlechtes sagt oder uns verunsichert. Können Sie vielleicht nachdenken und sagen, woher kommt diese Stimme eigentlich?","Yes, it is certainly very difficult when you have a very inner, self-critical voice that always tells us something bad or unsettles us. Can you maybe think and say, where does this voice actually come from?",1,1,1,1.0
AU01.002188,d3_cultural_factors,"Ja, das klingt auf jeden Fall als eine sehr schwierige Situation. Würden Sie sagen, dieses kulturelle Unterschied spielt hier eine Rolle?","Yes, that definitely sounds like a very difficult situation. Would you say this cultural difference plays a role here?",4,4,3,3.667
AU01.002189,d3_cultural_factors,"Sie haben eine sehr starke Wahrnehmung, dass sie sich für die Familie quasi arbeiten müssen oder fast auch auföpfern müssen. Sie haben es auch als Pflicht benannt. Können Sie mir erklären, woher dieses Gedanke, dass Sie eine Pflicht gegenüber Ihrer Familie haben, kommt?",They have a very strong perception that they have to work or almost sacrifice themselves for the family. They also named it as a duty. Can you explain to me where this idea that you have a duty to your family comes from?,1,1,1,1.0
AU01.002216,d3_cultural_factors,"Sie können für ihr Empfinden vielleicht auch kulturelle Faktoren zuständig sein. Sie haben mir zum Beispiel erzählt, dass ihre Eltern aus Polen kommen.","Cultural factors may also be responsible for their feelings. For example, you told me that your parents come from Poland.",2,3,2,2.333
AU01.002217,d3_cultural_factors,"Warum glauben Sie, dass Menschen wie Sie, Menschen mit Migrationsnachgrund, nicht an die Uni gehören? Haben Sie in diese Richtung Erfahrungen gemacht? Woher kommt diese Annahme, dass die Uni nichts für Sie sei?","Why do you think that people like you, people with migrant backgrounds, don't belong at university? Have you had any experience in this direction? Where does this assumption come from that university is not for you?",1,3,2,2.0
AU01.002373,d3_cultural_factors,"Aber hier ist ihr Deutsch ja gut, gut genug, dass wir uns unterhalten können und die Therapie auf Deutsch machen können. Wie sind denn Ihre Erfahrungen da draußen in der Welt? Kriegen Sie viele negative Rückmeldungen wegen Ihres Deutsch?","But here her German is good, good enough that we can talk and do the therapy in German. What are your experiences out there in the world? Do you get a lot of negative feedback about your German?",2,3,2,2.333
AU01.002374,d3_cultural_factors,die Jungs mit Migrationshintergrund gehören nicht an die Universität. Sagt wer?,The boys with a migrant background don't belong at the university. Says who?,0,0,1,0.333
AU01.002375,d3_cultural_factors,"Was glauben Sie, woran liegt das, dass sie sich nie zugehörig gefühlt haben?",Why do you think it is that they never felt like they belonged?,1,1,1,1.0
AU01.002526,d3_cultural_factors,"Das, was Sie beschreiben, klingt für mich sehr belastend. Ich würde mir gerne mit Ihnen gemeinsam anschauen, ob es vielleicht einen Zusammenhang gibt zwischen Ihren Symptomen und dem, wie Sie aufgewachsen sind.",What you describe sounds very stressful to me. I would like to work with you to see if there might be a connection between your symptoms and the way you were raised.,4,3,2,3.0
AU01.002527,d3_cultural_factors,"Das klingt nach einer sehr schwierigen Situation, in der sie da sind und ich verstehe den Wunsch, sich ihren engsten Bezugspersonen öffnen zu können und offen mit ihnen über ihre Sexualität sprechen zu können. Hätten sie Interesse daran, zu schauen, mit welchen Überzeugungen sie aufgewachsen sind und wie das eventuell sich auf ihre heutigen Beziehungen auswirkt.",This sounds like a very difficult situation that you are in and I understand the desire to be able to open up to those closest to you and to be able to talk openly with them about your sexuality. Would you be interested in looking at what beliefs you grew up with and how that might affect your relationships today?,4,4,3,3.667
AU01.002528,d3_cultural_factors,"Tatsächlich ist das Gefühl von Einsamkeit, von dem Sie berichten, etwas, das viele Kinder von Eltern mit Migrationshintergrund berichten. Wenn Sie möchten, können wir uns gemeinsam anschauen, woher dieses Gefühl kommt, damit Sie sich in dem Punkt besser verstehen können.","In fact, the feeling of loneliness you report is something that many children of immigrant parents report. If you would like, we can look together at where this feeling comes from so that you can understand each other better.",3,3,2,2.667
AU01.002730,d3_cultural_factors,"Okay, haben Sie da dann manchmal das Gefühl, sozusagen, Sie stehen oder sitzen so zwischen zwei Stühlen, einerseits das, was Sie von Ihren Eltern so ein bisschen mitbekommen, wenn Sie selber gerade gesagt haben, dass Sie sich so ein bisschen fremd fühlen. Und das, was Sie für sich erwarten, können Sie dann mal schauen, ob Sie was finden, was sich vielleicht unterscheidet?","Okay, do you sometimes have the feeling, so to speak, that you are standing or sitting between two stools, on the one hand, what you get a little bit from your parents, when you yourself have just said that you feel a bit strange. And what you expect for yourself, can you then see if you can find something that might be different?",2,3,2,2.333
AU01.002731,d3_cultural_factors,"Ist es dann so, beziehungsweise wie sieht es aus mit dem Stellenwert der Gesundheit, wie wichtig ist Gesundheit für Sie, für Ihre Familie? Und ist da sozusagen Ihre Gesundheit anders wichtig als Ihre Familie sozusagen? Können Sie mir dazu vielleicht was sagen?","Is it like that, or what about the importance of health, how important is health for you, for your family? And is your health, so to speak, more important than your family, so to speak? Can you maybe tell me something about that?",1,1,2,1.333
AU01.002732,d3_cultural_factors,"Ist es dann was, wo Sie sagen, da sind vielleicht unterschiedliche Erwartungen an Sie gerichtet, an denen Sie auch gerade ein bisschen hängen, einerseits von der Gesellschaft sozusagen, andererseits vielleicht auch von Ihren Eltern oder Ihren eigenen Erwartungen auch an sich selber. Gibt es da was, wo Sie sagen, das unterscheidet sich sehr stark oder belastet Sie auch?","Is it then something where you say that there are perhaps different expectations of you that you are a little attached to, on the one hand from society, so to speak, but on the other hand perhaps also from your parents or your own expectations of yourself. Is there anything that you say is very different or that also bothers you?",2,3,1,2.0
AU01.002806,d3_cultural_factors,"Erklären Sie mir doch besser, was Sie meinen, wenn Sie sagen, Jungs wie Sie gehören nicht an die Universität und würden Sie auch so sagen, wenn Sie noch in Ihrem Heimatland wohnen würden?",Please explain to me better what you mean when you say that boys like you don't belong at university and would you say the same thing if you still lived in your home country?,2,2,2,2.0
AU01.002807,d3_cultural_factors,"Ich verstehe, dass es Ihnen ganz wichtig ist, für Ihre Familie zu sorgen und es ist ja auch was total Gutes, aber jetzt können wir vielleicht ja schauen, wie Sie für Ihre Familie sorgen können und gleichzeitig vielleicht ein bisschen besser auf sich achten können. Ich weiß, das kennen Sie vielleicht nicht, aber bei uns ist es schon so, dass wir glauben, dass wir ein Stück weit auf uns als Person, auf unsere Gesundheit achten müssen, um auch gut für andere da zu sein, wie im Fall Ihrer Familie.","I understand that it's very important to you to provide for your family and it's a really good thing, but now maybe we can look at how you can provide for your family and maybe take a little better care of yourself at the same time. I know you may not know this, but we do believe that we have to take some care of ourselves as a person, of our health, in order to be there for others, as is the case with your family.",1,2,1,1.333
AU01.002808,d3_cultural_factors,"Wie kommen Sie auf die Annahme, dass Menschen schlechtführend hindenken? Haben Sie da auch konkrete Erfahrungen gemacht, hier in Deutschland?",How do you come to the conclusion that people think poorly? Have you had any concrete experiences here in Germany?,3,3,3,3.0
AU01.002822,d3_cultural_factors,"Ich finde es total beeindruckend, wie Sie das machen. Die aktuelle Situation in Deutschland ist überhaupt nicht leicht für Menschen aus anderen Ländern und ich kann mir auch vorstellen, dass das total viel Angst macht. Also auch mir macht das schon total viel Angst. Ja, es ist auch nicht leicht mit den Beschwerden, die Sie haben, dass Sie auch sagen, Sie haben Konzentrationsprobleme und fühlen sich einfach nicht zugehörig, dann den Mut aufzubringen, Deutsch zu sprechen, auch wenn Sie es noch nicht perfekt können und ich wollte Ihnen mal sagen, ich finde es bemerkenswert, dass Sie das immer und immer wieder probieren.","I find it really impressive how you do it. The current situation in Germany is not at all easy for people from other countries and I can also imagine that it causes a lot of fear. So that really scares me too. Yes, it's also not easy with the complaints you have, that you also say you have problems concentrating and you just don't feel like you belong, to then find the courage to speak German, even if you can't speak it perfectly yet, and I wanted to tell you that I find it remarkable that you try that over and over again.",1,1,2,1.333
AU01.002823,d3_cultural_factors,"Ja, ich glaube, das ist auch eine total schwierige Situation. Und das Ding ist, ich kann Ihnen da auch keine Ideallösung sagen, ich glaube, es gibt dafür keine perfekte Lösung. Und ich denke auch nicht, dass es unbedingt nötig ist, dass Sie es Ihrer Familie sagen, denn wie Sie schon sagen, es hatten in Ihrer Kultur einfach weitreichende Konsequenzen und da finde ich es auch völlig legitim, wenn Sie sich dafür entscheiden würden, es Ihnen nicht zu sagen. Und ja, vielleicht wollen wir uns mal anschauen, wie das denn mit diesem Gefühl von Ich gehöre nirgendwo hin, wie das bei Ihnen damit ist und wo wir vielleicht etwas finden können, wo Sie sich zugehörig fühlen, genauso wie Sie sind.","Yes, I think this is also a really difficult situation. And the thing is, I can't tell you an ideal solution, I don't think there's a perfect solution. And I don't think it's absolutely necessary that you tell your family, because as you say, it just had far-reaching consequences in your culture and I think it's completely legitimate if you decided not to tell them. And yes, maybe we want to take a look at what it is like with this feeling of I don't belong anywhere, what it is like for you and where we can perhaps find something where you feel like you belong, just as you are.",2,1,2,1.667
AU01.002824,d3_cultural_factors,"Ja, ich denke, es gibt auch einfach recht große Kulturunterschiede zwischen Polen und Deutschland. Und sie sind die erste Generation ihrer Familie, die in einer anderen Kultur sozusagen aufwächst. Und das ist eine total große Herausforderung, die sie da haben, ein total großer Spagat, den sie da jeden Tag leisten müssen. Und ich kann mir vorstellen, dass man sich da manchmal so fühlt, als würde man nirgendwo richtig dazu gehören.","Yes, I think there are also quite big cultural differences between Poland and Germany. And they are the first generation of their family to grow up in a different culture, so to speak. And that's a really big challenge that they have, a really big balancing act that they have to do every day. And I can imagine that sometimes you feel like you don't really belong anywhere.",4,4,2,3.333
AU01.002848,d3_cultural_factors,"Ich werde jetzt bei Ihnen auf der einen Seite selbst zeichnen, ob Sie die Arbeit richtig machen, ob Sie vielleicht auch im Kontakt mit anderen Menschen alles richtig machen. Auf der anderen Seite haben Sie auch das Gefühl, dass andere Menschen Ihnen schaden wollen. Vielleicht müssen Sie noch erzählen, wie es Ihnen bei dem Kontakt mit Personen aus Ihrer Nationalität oder Kultur geht. Haben Sie da auch das Gefühl, dass Sie Ihnen Böses wollen oder ist es da anders?","On the one hand, I will now show you whether you are doing the work correctly, and whether you are also doing everything right in your contact with other people. On the other hand, you also have the feeling that other people want to harm you. You may also need to tell us how you feel about meeting people of your nationality or culture. Do you also have the feeling that they want you harm or is it different?",3,2,2,2.333
AU01.002849,d3_cultural_factors,"Schünen Sie sich dann in Ihrer Jahrkunftskultur zugehörig? Oder ist es eher so, dass Sie auch das Gefühl haben, zu zwischenden Kulturen zu stehen?",Do you then look forward to belonging to your future culture? Or is it more the case that you also have the feeling that you stand between cultures?,4,2,2,2.667
AU01.002850,d3_cultural_factors,"Also dadurch, dass ich schon allein deutsch starte, immer sozusagen als Nicht-Deutscher ausfahre, fühle ich mich nicht außerhalb der Züge weg. Verstehe ich das jetzt richtig?","So because I start out in German and always leave as a non-German, so to speak, I don't feel left out of the trains. Do I understand this correctly now?",1,0,1,0.667
AU01.003030,d3_cultural_factors,"Ich verstehe, also Gefühle sind Gefühle, es gibt keine Wahrheit zu den Gefühlen und es ist sehr verständlich auch, dass sie sich anders oder aufgeschlossen fühlen, wenn sie diese Muster haben von ihren Eltern, dass sie nicht richtig angekommen sind. Das ist sehr normal, das ist zu erwarten. Ich will nicht einfach sagen, aber dass sie sich einfach ein bisschen anders fühlen, obwohl sie sagen, sie wissen, dass das nicht so ist und dass sie viele deutsche Freunde haben. Es ist trotzdem, das kann trotzdem zu Anzeigenschaft führen, wenn sie vielleicht zum Beispiel denken, dass die anderen diese Schwierigkeiten nicht richtig wahrnehmen können oder dass vielleicht sie sehen nicht, wie wichtig das ist oder wie ausgeprägt diese Gefühle, die der Eltern ihnen auch beeinflusst haben. Ich kann wohl verstehen, dass das kann bedeuten, dass sie sich einsam oder ausgeschlossen fühlen.","I understand, so feelings are feelings, there is no truth to feelings and it is also very understandable that they feel different or open-minded when they have these patterns from their parents that they have not arrived properly. This is very normal, it is to be expected. I don't want to just say, but that they just feel a little different, even though they say they know that's not the case and that they have a lot of German friends. However, this can still lead to denunciation if, for example, they think that others cannot properly perceive these difficulties or that perhaps they do not see how important this is or how pronounced these feelings that their parents have also influenced them. I can certainly understand that this may mean that they feel lonely or excluded.",2,1,2,1.667
AU01.003031,d3_cultural_factors,"Ich kann mir vorstellen, dass das schwierig ist, wenn man zwei Polen hat und man hat das Gefühl, dass die eine Sache wollen, die andere andere und vielleicht haben sie auch diesen Druck allem gut zu machen. Das muss sich sehr stressig fühlen. Also das ist bestimmt, ich würde sagen belastbar. Ich weiß nicht, ob sie das so darstellen würden.","I can imagine that it's difficult when you have two poles and you have the feeling that one wants something, the other wants something else and maybe they also have this pressure to do everything well. That must feel very stressful. So that's definitely, I would say resilient. I don't know if they would present it that way.",2,2,1,1.667
AU01.003032,d3_cultural_factors,"Ja, das muss Belastung sein. Ich kann das wohl verstehen, was Sie meinen, dass Sie fühlen sich ein bisschen ausgeschlossen oder dass die anderen weniger von Ihnen denken. Das ist normal, dass Sie sich so fühlen. Also Menschen möchten Ähnlichkeiten finden, sie möchten sich gehörsam finden. Und das muss sehr ungemütlich sein. Also von was Sie gesagt haben, ich kann spüren, dass sie sich nicht willkommen fühlen oder dass sie irgendwie möglich sind, weil sie unsicher sind wegen der Sprache oder vielleicht machen die Leute sich lustig auf sich. Und das ist bestimmt eine Herausforderung.","Yes, that must be a burden. I can understand what you mean, that you feel a bit left out or that others think less of you. It's normal for you to feel this way. So people want to find similarities, they want to find each other obedient. And that must be very uncomfortable. So from what you said, I can sense that they don't feel welcome or that they are somehow possible because they are insecure about the language or maybe people are making fun of them. And that is definitely a challenge.",2,2,2,2.0
AU01.003062,d3_cultural_factors,"Es könnte sein, dass sie sich noch sehr, also polnische Kultur ist ein Teil von ihnen und obwohl sie deutsche Freundinnen haben, das schließt ja nicht aus, dass sie, also ein Teil von ihnen deutsch ist und ein Teil von ihnen polnisch ist. Polnisch durch ihre Eltern und deutsch durch ihre Sozialisierung in Deutschland, durch ihr erwachsenes Leben, also durch, sie haben hier das meiste Leben verbracht und wir werden gemeinsam versuchen zu schauen, wie sie diese zwei Polen vereinbaren können, sodass sie sich nicht ausgeschlossen fühlen und ihre deutschen Freundschaften noch mehr genießen können.","It could be that they are still very, so Polish culture is a part of them and even though they have German friends, that doesn't rule out the fact that part of them is German and part of them is Polish. Polish through their parents and German through their socialization in Germany, through their adult life, so through, they have spent most of their lives here and we will try together to see how they can reconcile these two poles so that they don't feel excluded and can enjoy their German friendships even more.",2,3,3,2.667
AU01.003063,d3_cultural_factors,"Ich kann nachvollziehen, was Sie meinen, wenn man in ein anderes Land umzieht und die Sprachkenntnisse noch nicht auf dem mutterschaftlichen Niveau sind, oder man braucht noch mehr Zeit, um die Sprache zu lernen, da ist es manchmal schwierig, an die Universität zu gehen. Aber das ist nicht der einzige Weg, um etwas im Leben zu leisten. Auch ohne universitären Abschluss können Sie einen Job finden, der Ihnen Spaß macht und wo Sie sich voll entfalten können.","I can understand what you mean, when you move to another country and your language skills are not yet at the mother level, or you need more time to learn the language, it is sometimes difficult to go to university. But that's not the only way to achieve something in life. Even without a university degree, you can find a job that you enjoy and where you can fully develop.",2,2,2,2.0
AU01.003064,d3_cultural_factors,"Ich verstehe Ihre Gefühle. Sie fühlen sich ausgegrenzt und Sie haben den Eindruck, dass Sie sich in der deutschen Sprache nicht gut ausdrücken können, obwohl ich nur das Gegenteil betonen möchte. Sie sind in die Therapie gegangen und Sie haben jetzt über Ihre Probleme gesprochen, wo Sie mir wirklich auf dem guten deutschen Niveau erzählen können, was Sie beschäftigt. Sie haben ganz präzise Ausdrücke benutzt, sodass ich ein umfassendes Bild bekommen habe, was Sie beschäftigt. Deswegen lassen Sie uns doch gemeinsam schauen, wie Sie Ihre Deutschkenntnisse weiterhin auf dem guten Niveau halten sollen.","I understand your feelings. You feel excluded and you have the impression that you cannot express yourself well in the German language, although I would just like to emphasize the opposite. You went to therapy and you have now talked about your problems, where you can really tell me in a good German level what is bothering you. You used very precise expressions so that I got a comprehensive picture of what concerns you. That's why let's look together at how you can continue to keep your German skills at a good level.",1,1,2,1.333
AU01.003142,d3_cultural_factors,"Ja, das berührt mich so zu hören, wie Sie das schildern. Wenn ich das richtig verstanden habe, dann haben Sie das Gefühl, obwohl die Menschen Ihnen auch als Freunde vertraut sind, irgendwie nicht so richtig dazu zu gehören. Ist das denn so, dass Sie das in Zusammenhang mit Ihrem Migrationshintergrund sehen, also dass Sie das Gefühl haben, dass Sie mit einem polnischen Migrationshintergrund aufgewachsen sind, wirkt sich aus auf die Freundschaft, die Sie hier führen.","Yes, it touches me to hear you describe it. If I understood that correctly, then you have the feeling that even though people are familiar to you as friends, you somehow don't really belong. Is it the case that you see this in connection with your migration background, i.e. the fact that you have the feeling that you grew up with a Polish migration background, has an impact on the friendship you have here.",4,4,4,4.0
AU01.003143,d3_cultural_factors,"Nun, jetzt kenne ich einige Leute, auch mit Migrationshintergrund, Männer, die eben doch auch an der Universität studiert haben und damit ganz gut zurechtgekommen sind und auch in ihrem Herkunftsland gibt es ja durchaus Männer, die an der Universität studiert haben. Was denken Sie denn, warum das für Männer wie Sie nicht passend sein sollte und wie ist das überhaupt diesen Gedanken zu haben?","Well, now I know a few people, including those with a migrant background, men who also studied at the university and got along quite well with it, and there are also men in their country of origin who studied at the university. Why do you think this shouldn't be suitable for men like you and what is it like to even have that thought?",1,1,2,1.333
AU01.003145,d3_cultural_factors,"Ja, das stelle ich mir sehr schwierig vor, weil das ja bedeutet, dass Sie eigentlich diesen Bereich Ihrer Identität in alle Richtungen verstecken müssen. Können Sie mir das noch ein bisschen genauer erklären? Was befürchten Sie denn konkret, was passieren würde, sowohl bei Ihren Freunden wie auch bei Ihrer Familie, wenn Sie sich da outen würden?","Yes, I imagine that to be very difficult because it means that you actually have to hide this area of ​​your identity in all directions. Can you explain this to me in a little more detail? What specifically do you fear would happen, both to your friends and your family, if you came out?",1,1,2,1.333
AU01.003163,d3_cultural_factors,"Das müssen Sie mir genauer erklären. Warum gehören Menschen mit Migrationshintergrund nicht an die Uni? Was ist es, was da hinderlich sein soll?",You have to explain this to me in more detail. Why don't people with a migration background belong at university? What is it that is supposed to be a hindrance?,1,1,3,1.667
AU01.003164,d3_cultural_factors,"Können Sie mir nochmal genauer erklären, was Ehre in Ihrer Kultur bedeutet und was als unehrnhaft gilt?",Can you explain to me in more detail what honor means in your culture and what is considered dishonorable?,2,1,2,1.667
AU01.003165,d3_cultural_factors,"Es geht ja gar nicht anders, als dass Ihnen noch Fehler passieren, auch nach all den Jahren. Können Sie mir Situationen nennen, in denen Sie sich fremd vorkommen oder glauben nicht dazu zu passen?","There's no other way than mistakes still happen, even after all these years. Can you tell me about situations in which you feel strange or don't think you fit in?",2,1,2,1.667
AU01.003238,d3_cultural_factors,"Ich kann verstehen, dass Sie in ein anderes Land gekommen sind, die Sprachen nicht sprechen, keine Leute kennen und das erstmal sehr, sehr schwer sein muss. Viele Menschen sind auch nicht so offen und natürlich treten Schwierigkeiten auf. Haben Sie denn das Gefühl, dass es auch Menschen gibt, also dass es unterschiedlich ist, je nachdem wo sie sind, wie man ihnen begegnet?","I can understand that you came to another country, don't speak the languages, don't know any people and that must be very, very difficult at first. Many people are also not so open and of course difficulties arise. Do you have the feeling that there are people too, that things are different depending on where they are and how you meet them?",4,1,2,2.333
AU01.003239,d3_cultural_factors,"Sie sagen, Sie fühlen sich ausgeschlossen von Ihren Freunden und haben immer das Gefühl, anders zu sein. Habe ich das richtig verstanden? Denken Sie, es hat was mit Ihrer Herkunft mit Polen zu tun? Haben Sie hauptsächlich deutsche Freunde oder auch mit migrantischem Hintergrund?",You say you feel excluded from your friends and always feel like you're different. Have I understood that correctly? Do you think it has something to do with your Polish origins? Do you have mostly German friends or also with a migrant background?,4,3,3,3.333
AU01.003240,d3_cultural_factors,"Sie sagen, Menschen wie Sie gehören nicht in die Universität. Was genau sind denn Menschen wie Sie, wieso gehören sie nicht in die Universität?",They say people like you don't belong in the university. What exactly are people like you? Why don't they belong in the university?,1,1,2,1.333
AU01.003265,d3_cultural_factors,"Das klingt so, als ob sie gerade irgendwie komplett zwischen zwei Seiten stehen und sich nirgendwo komplett öffnen können und nirgendwo komplett sie sein können. Ich frag mich, ob wir eventuell einen Weg finden können, wie sie doch irgendwo den Raum finden, authentisch sie zu sein, so wie es sich für sie auch richtig anfühlt. Ob das vielleicht andere Freunde sind, ob das vielleicht hängt das vielleicht davon ab, wie man das mit den Freunden oder ihrer Familie bespricht. Vielleicht könnten wir da noch mal schauen, wie sich diese Kreise auf ihre Gefühle auswirken.","It sounds like they're somehow completely caught between two sides and can't fully open up anywhere and can't be completely themselves anywhere. I wonder if we can perhaps find a way for them to find the space somewhere to be authentically themselves, in whatever way feels right to them. Whether it's other friends, maybe it depends on how you discuss it with your friends or your family. Maybe we could take another look at how these circles affect her feelings.",2,2,2,2.0
