id,dimension,variant_id,model,average_score,llm_score,brief_rationale,error,attempts,runtime_seconds,timestamp
AU01.001571,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.333,2,"Die Aussage zeigt eine empathische Reaktion auf das subjektive Erleben der Patientin, insbesondere auf die Einsamkeit nach einer schwierigen Beziehung. Allerdings wird das subjektive Krankheits- oder Heilungsvorstellungsmodell der Patientin nicht explizit erfragt. Es fehlen Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Reaktion bleibt auf eine Interpretation des emotionalen Zustands beschränkt, ohne die Exploration des Erklärungsmodells zu initiieren. Daher wird die Aufgabenstellung teilweise erfüllt, jedoch nicht ausreichend tiefgehend, um eine Bewertung über 2 zu rechtfertigen.",,1,1.119,2026-07-14T18:25:23
AU01.001572,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.667,2,"Die Therapeut:in zeigt eine offene Haltung und signalisiert Zusammenarbeit, indem sie vorschlägt, gemeinsam Lösungen zu finden. Es wird eine gewisse Flexibilität im therapeutischen Ansatz angedeutet („wir können ja schauen, ob wir gemeinsam was finden können“). Allerdings wird das subjektive Krankheits- und Heilungsvorstellungen der Patient:in nicht explizit erfragt. Es fehlen klare Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Aussage bleibt allgemein und beinhaltet keine Validierung, Klärung oder Exploration des individuellen Erklärungsmodells. Daher wird die Aufgabenstellung nur teilweise erfüllt, was einer Bewertung von 2 entspricht.",,1,2.185,2026-07-14T18:25:26
AU01.001573,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,2,"Die Therapeutin zeigt Empathie und eröffnet einen gemeinsamen Erkundungsprozess, indem sie den Zusammenhang zwischen dem Familienabbruch und den Beschwerden anerkennt. Sie stellt eine offene Frage zur Entstehung des Problems ('wie das alles gekommen ist'), was ein Teil der Exploration des Erklärungsmodells ist. Allerdings erfolgt keine explizite, gezielte Erhebung des subjektiven Krankheits- oder Heilungsvorstellungsmodells der Patientin (z. B. durch direkte Fragen nach deren Erklärung der Beschwerden oder ihren Heilvorstellungen). Es fehlen zentrale Leistungsmerkmale wie die Zusammenfassung des Erklärungsmodells in eigenen Worten, die Klärung von Heilvorstellungen oder die Validierung der Sichtweise der Patientin. Die Reaktion ist angemessen und verständlich, erfüllt aber nur die grundlegende Aufgabenstellung, ohne die Dimension 'subjektive Krankheits- und Heilungsvorstellungen erfragen' ausreichend zu bearbeiten.",,1,1.535,2026-07-14T18:25:27
AU01.001675,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,2,"Die Therapeutin zeigt Empathie und eröffnet einen Raum für die Erzählung des Kontaktabbruchs, was eine grundlegende Gesprächsführungskompetenz darstellt. Allerdings wird das subjektive Erklärungsmodell der Patientin oder ihre Heilungsvorstellungen nicht explizit erfragt. Es fehlen Fragen nach der persönlichen Deutung der Probleme (z. B. 'Wie erklären Sie sich Ihren Kontaktabbruch?', 'Was glauben Sie, was das für Folgen hat?') oder nach Heilvorstellungen ('Was glauben Sie, könnte Ihnen helfen?'). Die Aufgabenstellung, die explizite Exploration von Krankheits- und Heilungsvorstellungen zu erfragen, wird daher nur teilweise erfüllt. Die Aussage ist angemessen und verständlich, aber nicht ausreichend für eine höhere Bewertung.",,1,1.288,2026-07-14T18:25:29
AU01.001678,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,2,"Die Therapeut:in zeigt Empathie und fragt nach den Gründen für die Zweifel an der Therapie, was auf eine erste Exploration der subjektiven Erwartungen hinweist. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungsmodell der Patient:in nicht explizit erfragt, z. B. durch direkte Fragen nach deren Erklärung der Beschwerden oder ihren Heilvorstellungen. Es fehlen zentrale Leistungsmerkmale wie die explizite Fassung des Erklärungsmodells in eigenen Worten oder die Klärung von Heilvorstellungen. Die Reaktion ist angemessen und verständlich, erfüllt aber nur die Grundanforderung der Aufgabenstellung, ohne die Dimension der Exploration von Krankheits- und Heilungsvorstellungen ausreichend zu adressieren.",,1,1.051,2026-07-14T18:25:30
AU01.001680,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.667,1,"Die Aussage zeigt eine empathische Haltung und eine vorsichtige Annäherung, aber sie erfragt weder explizit das subjektive Erklärungsmodell der Patient:in noch deren Heilungsvorstellungen. Es fehlen zentrale Elemente wie die Frage nach der eigenen Erklärung der Beschwerden, Heilvorstellungen oder die Klärung von Erwartungen an die Therapie. Die Formulierung ist zudem leicht suggestiv („vielleicht könnte ich ja die Person sein...“) und vermeidet eine direkte Exploration des Krankheits- und Heilungsvorstellungsmodells. Daher wird die Aufgabenstellung nur unzureichend erfüllt.",,1,1.06,2026-07-14T18:25:31
AU01.001695,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.667,3,"Die Therapeut:in fragt nach der subjektiven Bedeutung der Einsamkeit und ermutigt zur Erklärung („Können Sie nochmal erklären, warum die Einsamkeit sich für Sie so schwer anfühlt?“), was auf die Exploration des Erklärungsmodells hindeutet. Zudem wird die subjektive Erfahrung validiert („Ich habe verstanden, dass Sie sich jetzt einsamer fühlen“). Allerdings fehlt eine explizite Frage nach Heilvorstellungen, Erwartungen an die Therapie oder der Definition der therapeutischen Rolle. Die Reaktion ist verständlich und sensibel, aber die Exploration des Krankheits- und Heilungsvorstellungsmodells bleibt unvollständig, da keine direkten Fragen zu diesen Aspekten gestellt werden. Daher wird eine Bewertung von 3 vergeben.",,1,2.391,2026-07-14T18:25:33
AU01.001696,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.667,3,"Die Therapeut:in erkennt die Zweifel der Patient:in an und validiert diese („das ist auch erstmal in Ordnung“). Sie fragt explizit nach dem subjektiven Erklärungsmodell der Patient:in („Können sie mir einmal erklären, was sie gemacht haben, dass Gott sie so bestraft?“), was direkt auf die Erfragung der Krankheitsvorstellung abzielt. Allerdings wird die Frage etwas suggestiv formuliert, da sie implizit annimmt, dass die Strafe Gottes auf eine bestimmte Handlung zurückgeht, was die Offenheit für alternative Erklärungen einschränken könnte. Die Reaktion ist verständlich und angemessen, aber die Formulierung der Frage könnte als leicht beeinflussend gewertet werden. Die Validierung der Sichtweise ist vorhanden, aber die Exploration der Heilungsvorstellungen fehlt. Insgesamt erfüllt die Reaktion die Kernanforderung der Exploration des subjektiven Krankheitsverständnisses, jedoch mit einer geringfügigen Beeinträchtigung durch die suggestive Formulierung.",,1,1.349,2026-07-14T18:25:35
AU01.001697,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,3,"Die Therapeut:in fragt explizit nach dem subjektiven Erklärungsmodell der Patient:in, insbesondere in Bezug auf mögliche religiöse Deutungen (Strafe Gottes) und deren Ambivalenz. Die Frage 'Können Sie sagen, dass Sie glauben, dass das auch eine Strafe sein könnte...' zeigt eine klare Exploration des Krankheitsverständnisses. Auch die Aufforderung zur Differenzierung ('was dafür spricht... was dagegen spricht') unterstützt die Exploration von Heilvorstellungen und inneren Widersprüchen. Allerdings fehlt eine explizite Validierung des Erklärungsmodells oder eine klare Bestätigung der Offenheit des Patienten. Die Formulierung 'Ich wundere mich über diesen Zwiespalt' könnte als leicht abwertend oder interpretierend wirken, was die Sensibilität beeinträchtigen könnte. Dennoch wird die zentrale Dimension der Exploration subjektiver Krankheits- und Heilungsvorstellungen inhaltlich gut adressiert, jedoch nicht vollständig mit allen Leistungsmerkmalen des Manuals umgesetzt.",,1,1.338,2026-07-14T18:25:36
AU01.001734,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.667,1,"Die Aussage zeigt Verständnis für die Gefühle der Patientin, aber es wird nicht explizit nach ihrem subjektiven Erklärungsmodell für die Beschwerden oder ihren Heilungsvorstellungen gefragt. Die Frage nach der Meinung der Eltern zielt nicht auf das Krankheits- oder Heilungsvorstellungen der Patientin ab, sondern lenkt ab. Es fehlt jegliche Exploration der individuellen Erklärungs- oder Heilvorstellungen, Validierung der Sichtweise oder Anpassung des therapeutischen Stils an diese. Die Reaktion ist zudem leicht abwertend, da sie implizit die Gedanken der Patientin als problematisch darstellt, ohne sie zu validieren. Daher wird die Aufgabenstellung nur unzureichend erfüllt.",,1,1.008,2026-07-14T18:25:37
AU01.001736,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.667,2,"Die Therapeut:in fragt nach subjektiven Erfahrungen mit Einsamkeit und nach bisherigen Bewältigungsstrategien, was die Exploration von Heilvorstellungen anspricht. Allerdings wird das subjektive Erklärungsmodell der Patient:in zur Krankheit nicht explizit erfragt. Es fehlen zentrale Elemente wie die Zusammenfassung des Erklärungsmodells in eigenen Worten, die Klärung von Heilvorstellungen oder die Validierung des individuellen Krankheitsverständnisses. Die Frage nach dem, was helfen könnte, ist vorhanden, aber die Reaktion bleibt oberflächlich und vermeidet eine tiefe Exploration der individuellen Sichtweise. Die Gesprächsführung ist angemessen, aber die Aufgabenstellung zur expliziten Exploration von Krankheits- und Heilungsvorstellungen ist nur teilweise erfüllt.",,1,1.093,2026-07-14T18:25:38
AU01.001737,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,2,"Die Therapeut:in zeigt Verständnis für die Belastung des Patienten und betont die Notwendigkeit, das individuelle Erleben zu verstehen. Es wird auf die Unterschiedlichkeit der Erfahrungen hingewiesen, was eine Grundlage für eine individuelle Therapie darstellt. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungen der Patient:in nicht explizit erfragt. Es fehlen konkrete Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Reaktion ist angemessen und verständlich, erfüllt aber nur die grundlegende Aufgabenstellung, ohne die spezifische Dimension der Exploration von Erklärungs- und Heilungsvorstellungen zu adressieren.",,1,0.999,2026-07-14T18:25:39
AU01.001805,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,3.333,3,"Die Therapeut:in fragt explizit nach der subjektiven Erklärung der Beschwerden (""Wie kommen Sie denn darauf, dass das eine Strafe Gottes sein könnte?""), was direkt auf das Erklärungsmodell der Patient:in abzielt. Dies entspricht einem zentralen Leistungsmerkmal. Die Formulierung ist verständlich und sensibel, zeigt Verständnis für die emotionale Belastung. Allerdings fehlt eine explizite Validierung des Erklärungsmodells oder eine Klärung der Heilvorstellungen. Es wird nicht nach Heilungserwartungen oder der Rolle der Therapeut:in gefragt, und es fehlt eine ausdrückliche Zusammenfassung oder Reframing der Sichtweise der Patient:in. Daher liegt die Bewertung bei 3, da zentrale Aspekte der Dimension erfasst, aber nicht alle Leistungsmerkmale erfüllt sind.",,1,1.969,2026-07-14T18:25:41
AU01.001806,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,1,"Die Aussage zeigt Verständnis für die Schwierigkeit, Einfluss auf Gedanken zu nehmen, und verweist auf einen möglichen Zusammenhang zwischen Gedanken und Panikattacken. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungsmodell der Patient:in nicht explizit erfragt. Es fehlen Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Reaktion bleibt auf eine allgemeine Vermutung bezüglich Gedanken und Panikattacken beschränkt und vermittelt keine Exploration des individuellen Erklärungsmodells. Die Formulierung ist verständlich, aber nicht ausreichend für eine höhere Bewertung.",,1,1.039,2026-07-14T18:25:42
AU01.001807,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,2,"Die Therapeutin zeigt eine grundlegende Anerkennung der Patientin als Expertin für ihre eigene Erfahrung, was ein zentrales Merkmal der Dimension ist. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungen der Patientin nicht explizit erfragt. Es fehlen konkrete Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Aussage bleibt auf einer allgemeinen Ebene und erfüllt die Aufgabenstellung nur teilweise, da keine Exploration des Erklärungs- oder Heilmodells erfolgt.",,1,16.51,2026-07-14T18:25:59
AU01.001861,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.667,2,"Die Therapeut:in zeigt Empathie und versucht, die Situation zu validieren, indem sie die Belastung des Patienten anerkennt. Sie schlägt eine alternative Herangehensweise vor, um kurzfristig Unterstützung zu bieten. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungen der Patient:in nicht explizit erfragt. Es fehlen Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Reaktion erfüllt die Aufgabenstellung auf einem grundlegenden Niveau, indem sie eine flexible Herangehensweise anbietet, aber die explizite Exploration des Erklärungs- und Heilungsvorstellungsmodells fehlt. Daher wird eine Bewertung von 2 vergeben.",,1,1.088,2026-07-14T18:26:00
AU01.001862,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.667,2,"Die Therapeut:in zeigt Empathie und Validierung der belastenden Situation, erkennt einen möglichen Zusammenhang zwischen der familiären Trennung vor fünf Jahren und aktuellen Beschwerden. Es wird eine gemeinsame Suche nach Ursachen und Lösungen angeboten. Allerdings wird das subjektive Erklärungsmodell der Patient:in (z. B. die Überzeugung, dass aktuelle Probleme nicht zufällig sind) nicht explizit erfragt oder reflektiert. Es fehlen klare Fragen nach der persönlichen Krankheits- oder Heilungsvorstellung, wie z. B. 'Wie erklären Sie sich Ihre Beschwerden?', 'Was glauben Sie, könnte Ihnen helfen?'. Die Reaktion ist angemessen und verständlich, erfüllt aber nur teilweise die Anforderungen der Dimension, da die Exploration des subjektiven Krankheits- und Heilungsvorstellungs nicht ausreichend erfolgt.",,1,1.17,2026-07-14T18:26:01
AU01.001863,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,2,"Die Therapeutin zeigt Verständnis für die kulturellen und emotionalen Aspekte der Situation und validiert die Patientin's Gedanken. Sie thematisiert den Zusammenhang zwischen Flucht, familiärem Kontext und Stress, was eine erste Annäherung an das subjektive Erklärungsmodell darstellt. Allerdings wird das Krankheits- und Heilungsvorstellungen der Patientin nicht explizit erfragt. Es fehlen klare Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Reaktion ist angemessen und verständlich, erfüllt aber nur teilweise die Aufgabenstellung, da die Exploration des subjektiven Krankheits- und Heilungsvorstellungs nicht ausreichend erfolgt.",,1,1.589,2026-07-14T18:26:03
AU01.001891,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.333,2,"Die Therapeutin zeigt Verständnis für die widersprüchlichen Aussagen der Patientin und versucht, diese zu integrieren, indem sie die Bedeutung der Familie und das Wohlbefinden der Patientin verbindet. Sie validiert die Sorge um die Familie und verweist auf die Notwendigkeit des eigenen Wohls. Allerdings wird das subjektive Erklärungsmodell der Patientin zur Panikattacke (z. B. warum sie glaubt, dass Gedankenarbeit wenig hilft) nicht explizit erfragt. Auch werden keine direkten Fragen zu Heilvorstellungen oder Erwartungen an die Therapie gestellt. Die Reaktion ist verständlich und empathisch, erfüllt aber die Aufgabenstellung nur teilweise, da die Exploration der subjektiven Krankheits- und Heilungsvorstellungen nicht ausreichend erfolgt.",,1,1.077,2026-07-14T18:26:04
AU01.001892,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,2,"Die Therapeut:in betont die Eigenkompetenz der Patient:in und die Notwendigkeit der Zusammenarbeit, was die Grundlage für eine kooperative Therapie bildet. Es wird anerkannt, dass die Therapeut:in nicht in den Kopf der Patient:in schauen kann, was die Grenzen des Wissens und die Bedeutung der subjektiven Perspektive der Patient:in unterstreicht. Allerdings wird keine explizite Exploration der subjektiven Krankheits- oder Heilungsvorstellungen der Patient:in angestoßen (z. B. durch Fragen nach der eigenen Erklärung der Beschwerden oder nach Heilvorstellungen). Die Aussage bleibt auf einer allgemeinen Ebene und erfüllt damit die Aufgabenstellung nur teilweise, da die explizite Erfragung des Erklärungs- und Heilungsmusters fehlt. Die Gesprächsführung ist angemessen und verständlich, aber die Dimension 'subjektive Krankheits- und Heilungsvorstellungen erfragen' wird nicht ausreichend umgesetzt.",,1,1.26,2026-07-14T18:26:05
AU01.001893,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.667,1,"Die Therapeut:in zeigt Empathie und validiert die Belastung der Patient:in, jedoch erfolgt keine explizite Exploration der subjektiven Krankheits- oder Heilungsvorstellungen der Patient:in. Es werden keine Fragen nach dem persönlichen Erklärungsmodell (z. B. 'Wie erklären Sie sich Ihre Beschwerden?') oder nach Heilvorstellungen (z. B. 'Was glauben Sie, könnte Ihnen helfen?') gestellt. Stattdessen wird ein medizinisches Erklärungsmodell (psychische Belastung → körperliche Beschwerden) vorgestellt, ohne die subjektive Sichtweise der Patient:in zu erfassen oder zu validieren. Die Reaktion ist verständlich, aber nicht ausreichend auf die Zieldimension ausgerichtet, da die Exploration der individuellen Vorstellungen fehlt.",,1,1.095,2026-07-14T18:26:06
AU01.001913,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,2,"Die Therapeut:in zeigt Empathie und Validierung des Erlebens von Einsamkeit, was die emotionale Reaktion der Patient:in anerkennt. Allerdings wird kein expliziter Fokus auf das subjektive Erklärungsmodell der Krankheit oder Heilvorstellungen der Patient:in gelegt. Es fehlen Fragen nach der persönlichen Deutung der Beschwerden, nach Heilvorstellungen oder Erwartungen an die Therapie. Die Aussage bleibt auf der Ebene der Symptomvalidierung und der emotionalen Reaktion, ohne die geforderte Exploration des Krankheits- und Heilungsvorstellungsmodells zu initiieren. Daher wird die Aufgabenstellung nur teilweise erfüllt.",,1,1.08,2026-07-14T18:26:07
AU01.001916,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.333,2,"Die Therapeut:in greift auf die subjektive Vorstellung der Patient:in ein, dass die Therapie als Strafe Gottes gesehen werden könnte, und zeigt damit eine Anerkennung der persönlichen Bedeutungszuordnung. Dies entspricht einer Form der Validierung. Allerdings wird das Erklärungsmodell der Patient:in nicht explizit erfragt, sondern lediglich angenommen und kommentiert. Es fehlt eine gezielte Frage nach dem Krankheits- oder Heilungsvorstellungen (z. B. 'Wie erklären Sie sich Ihre Beschwerden?', 'Was glauben Sie, könnte Ihnen helfen?'). Auch die Exploration der subjektiven Heilvorstellungen oder die Klärung von Erwartungen an die Therapie erfolgt nicht. Die Aussage ist verständlich und sensitiv formuliert, aber die explizite Exploration der Krankheits- und Heilungsvorstellungen bleibt aus. Daher wird eine Bewertung von 2 vergeben, da die Aufgabenstellung in Teilen erfüllt ist, aber nicht vollständig.",,1,2.001,2026-07-14T18:26:09
AU01.001950,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,2,"Die Therapeut:in erkennt den Zusammenhang zwischen dem Kontaktabbruch und dem erlebten Stress, was eine erste Annäherung an das subjektive Erklärungsmodell darstellt. Allerdings wird das Krankheits- und Heilungsvorstellungen der Patient:in nicht explizit erfragt. Es fehlen Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Aussage bleibt auf der Ebene der Validierung des Erlebens, ohne die geforderte Exploration des subjektiven Modells und der Heilungsvorstellungen zu initiieren. Daher wird die Aufgabenstellung nur teilweise erfüllt.",,1,2.909,2026-07-14T18:26:12
AU01.001951,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.667,2,"Die Aussage zeigt eine kooperative Haltung und eine offene Haltung gegenüber der gemeinsamen Suche nach Erklärungen, was die Grundlage für eine explorative Haltung bildet. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungen der Patient:in nicht explizit erfragt. Es fehlen konkrete Fragen nach dem Erklärungsmodell, Heilvorstellungen oder Erwartungen an die Therapie. Die Reaktion ist angemessen und verständlich, erfüllt aber nur die grundlegende Aufgabenstellung, ohne die spezifischen Leistungsmerkmale der Dimension zu adressieren.",,1,1.135,2026-07-14T18:26:14
AU01.001952,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,2,"Die Therapeut:in zeigt Interesse an der Analyse der Situation und plant eine gemeinsame Exploration der Auslöser von Panikattacken, was die Grundlage für die Erhebung subjektiver Krankheitsvorstellungen bildet. Es wird eine offene Haltung signalisiert, und es wird ein gemeinsames Vorgehen vorgeschlagen. Allerdings wird keine explizite Frage nach dem subjektiven Erklärungsmodell der Patient:in (z. B. 'Wie erklären Sie sich Ihre Panikattacken selbst?') oder nach Heilvorstellungen gestellt. Es fehlt eine direkte Exploration der individuellen Krankheits- und Heilungsvorstellungen, obwohl die Intention, gemeinsam zu schauen, vorhanden ist. Daher wird die Aufgabenstellung erfüllt, aber nicht über das Niveau der expliziten Exploration hinausgegangen.",,1,1.972,2026-07-14T18:26:16
AU01.001953,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.333,2,"Die Therapeut:in zeigt Verständnis für die Einsamkeit nach dem Beziehungsende und schlägt vor, sich mit der Einsamkeit auseinanderzusetzen. Dies entspricht einer grundlegenden Empathie und einer offenen Haltung. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungsmodell der Patient:in nicht explizit erfragt. Es fehlen Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Aufgabenstellung, das subjektive Erklärungsmodell und Heilungsvorstellungen zu explorieren, wird daher nur teilweise erfüllt. Die Formulierung ist verständlich und angemessen, aber die Exploration der individuellen Sichtweise bleibt aus. Daher wird eine Bewertung von 2 vergeben.",,1,1.052,2026-07-14T18:26:17
AU01.001955,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.667,2,"Die Therapeut:in erkennt die Verunsicherung der Patient:in und zeigt Empathie, indem sie diese validiert. Es wird versucht, die subjektive Erklärung der Beschwerden (das Gefühl der Bestrafung) anzusprechen. Allerdings erfolgt keine explizite Exploration des Krankheits- oder Heilungsvorstellungsmodells der Patient:in, wie z. B. durch gezielte Fragen nach der persönlichen Erklärung der Probleme, Heilvorstellungen oder Erwartungen an die Therapie. Die Reaktion bleibt auf eine allgemeine Validierung beschränkt und erfüllt die Aufgabenstellung nur teilweise, da die explizite Erhebung des subjektiven Erklärungs- und Heilungsvorstellungsmodells fehlt. Die Gesprächsführung ist angemessen und verständlich, aber nicht ausreichend tiefgehend in der Exploration der zielgerichteten Dimension.",,1,1.173,2026-07-14T18:26:18
AU01.001958,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.667,2,"Die Therapeut:in zeigt Verständnis für die emotionale Lage der Patient:in und greift auf das Gefühl der Bestrafung ein. Allerdings erfolgt keine explizite Exploration des subjektiven Erklärungsmodells oder der Heilungsvorstellungen der Patient:in. Es fehlen Fragen wie 'Wie erklären Sie sich Ihre Beschwerden?', 'Was glauben Sie, könnte Ihnen helfen?' oder eine Validierung des Erklärungsmodells. Die Reaktion bleibt auf eine emotionale Bestätigung beschränkt, ohne die geforderte Exploration der Krankheits- und Heilungsvorstellungen zu leisten. Daher wird die Aufgabenstellung nur teilweise erfüllt.",,1,1.045,2026-07-14T18:26:19
AU01.001975,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,3.333,3,"Die Therapeut:in fragt explizit nach den Erwartungen der Patient:in an die Therapie („Was erhoffen Sie sich denn oder was stellen Sie sich vor, was Sie hier im Gespräch bearbeiten können?“), was direkt auf die Heilvorstellungen abzielt. Dies entspricht einem zentralen Leistungsmerkmal. Zudem wird die subjektive Belastung validiert, was die empathische Grundhaltung unterstreicht. Allerdings fehlt eine explizite Fassung des Erklärungsmodells in eigenen Worten oder eine tiefergehende Exploration der Krankheitsvorstellungen. Die Frage ist zentral, aber nicht weiter reflektiert oder aufgegriffen. Daher liegt die Bewertung bei 3: Die Dimension wird deutlich angesprochen, aber nicht umfassend oder flexibel genug ausgeführt.",,1,1.15,2026-07-14T18:26:20
AU01.001976,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.667,2,"Die Therapeut:in zeigt Verständnis für die Frustration des Patienten, indem sie die Wiederholung der Krankheitsgeschichte anspricht. Es wird eine Entscheidungshilfe angeboten, ob der Patient selbst erzählen oder Fragen beantworten möchte. Dies entspricht einer grundlegenden Gesprächsführung, die die Patient:in in die Entscheidung einbezieht. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungsmodell der Patient:in nicht explizit erfragt, es fehlen Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Aufgabenstellung zur Exploration der subjektiven Krankheits- und Heilungsvorstellungen ist daher nur teilweise erfüllt.",,1,1.2,2026-07-14T18:26:21
AU01.001977,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.667,1,"Die Aussage des Therapeuten ist allgemein freundlich und zeigt eine offene Haltung, aber sie erfragt weder explizit die subjektiven Krankheits- noch Heilungsvorstellungen der Patientin. Es fehlen konkrete Fragen nach dem Erklärungsmodell (z. B. 'Wie erklären Sie sich Ihre Beschwerden?') oder nach Heilvorstellungen (z. B. 'Was glauben Sie, könnte Ihnen helfen?'). Auch eine Validierung der Sichtweise der Patientin oder eine Klärung von Erwartungen an die Therapie ist nicht enthalten. Die Aussage bleibt oberflächlich und bezieht sich nicht auf das spezifische Erklärungs- oder Heilverständnis der Patientin, was die zielgerichtete Exploration der Dimension nicht erfüllt.",,1,1.941,2026-07-14T18:26:23
AU01.001999,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,1,"Die Frage zielt auf die emotionalen Begleiterscheinungen von Schlafstörungen ab, aber erfragt weder das subjektive Krankheitsmodell noch Heilvorstellungen der Patient:in explizit. Es fehlen zentrale Elemente wie die Exploration der persönlichen Erklärung für die Beschwerden (z. B. 'Wie erklären Sie sich Ihre Schlafstörungen selbst?'), Fragen zu Heilvorstellungen oder die Validierung des Erklärungsmodells. Die Formulierung ist zwar empathisch, bleibt aber auf der Ebene der Symptomatik und nicht auf der der subjektiven Krankheits- und Heilungsvorstellungen. Daher wird die Aufgabenstellung nur unzureichend erfüllt.",,1,0.931,2026-07-14T18:26:24
AU01.002000,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,2,"Die Therapeutin stellt eine grundlegende Frage zur Motivation für den Therapiebesuch („Was bringt Sie denn hierher?“), was eine erste Annäherung an die subjektive Erklärung des Problems darstellt. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungsmodell der Patientin nicht explizit erfragt, nicht zusammengefasst oder validiert. Es fehlen zentrale Leistungsmerkmale wie die explizite Nachfrage nach Erklärungsmodellen (z. B. „Wie erklären Sie sich Ihre Beschwerden?“), Heilvorstellungen oder die Klärung von Erwartungen. Die Formulierung ist verständlich und angemessen, aber die Exploration der subjektiven Sichtweise bleibt oberflächlich und erfüllt die Aufgabenstellung nur teilweise.",,1,1.087,2026-07-14T18:26:25
