id,dimension,rater_one,rater_two,rater_three,average_score,ColumnID,Text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you_total,you_sing,you_plur,you_formal,other,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achiev,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,Emoji
AU01.004130,d2_lack_of_knowledge,3,1,1,1.667,text,"Das stelle ich mir sehr belastend vor, sich nicht mitteilen zu können über, wie es Ihnen geht, dass Sie in Ihrer Familie das nicht aussprechen können. Wie sehen Sie das? Wie geht es Ihnen damit?",1,35,1,68.735,76.112,1,11.667,11.429,100,77.143,37.143,22.857,5.714,0,0,0,0,0,14.286,8.571,14.286,5.714,8.571,14.286,11.429,5.714,22.857,5.714,25.714,8.571,8.571,8.571,0,2.857,2.857,0,2.857,0,0,2.857,28.571,2.857,0,0,0,17.143,2.857,8.571,0,0,5.714,5.714,5.714,2.857,2.857,0,0,0,0,0,0,20,2.857,17.143,0,0,0,0,8.571,0,20,8.571,14.286,2.857,2.857,2.857,2.857,0,0,0,0,0,0,0,0,0,17.143,2.857,8.571,0,0,5.714,0,0,0,0,0,0,0
AU01.004132,d2_lack_of_knowledge,4,2,3,3.0,text,"Ich kann gut verstehen, dass Sie sich diese Frage stellen, ob ich die richtige Person bin, die Ihnen helfen kann. Was bräuchte es denn, damit Sie das Gefühl haben, verstanden zu werden, was wäre anders, wenn eine Kollegin aus irgendeinem Kulturkreis hier dran wäre?",1,44,1.331,83.65,8.236,99,22,18.182,97.727,68.182,27.273,13.636,4.545,0,0,0,0,0,6.818,4.545,6.818,11.364,9.091,9.091,15.909,4.545,13.636,0,25,4.545,2.273,6.818,0,0,6.818,6.818,0,0,0,0,27.273,0,2.273,2.273,0,31.818,6.818,0,6.818,11.364,2.273,6.818,2.273,0,0,2.273,0,0,0,0,0,2.273,2.273,0,0,0,0,2.273,6.818,2.273,9.091,2.273,9.091,0,4.545,0,0,0,0,0,11.364,0,0,0,0,0,20.455,2.273,15.909,0,0,2.273,0,0,0,0,0,0,0
AU01.004133,d2_lack_of_knowledge,1,1,1,1.0,text,"Wir gehen sie damit um, dass sie mit ihrer Familie darüber nicht sprechen können.",1,14,1,99,1,,14,21.429,100,78.571,28.571,28.571,0,7.143,0,0,0,0,21.429,21.429,21.429,0,0,21.429,21.429,14.286,28.571,7.143,35.714,0,0,0,0,0,0,0,0,0,0,0,42.857,7.143,0,0,0,7.143,0,0,0,0,7.143,7.143,0,0,0,0,0,0,0,0,0,21.429,14.286,7.143,0,0,0,0,0,0,14.286,7.143,0,7.143,0,7.143,7.143,0,0,0,0,0,0,0,0,0,14.286,7.143,7.143,0,0,0,0,0,0,0,0,0,0
AU01.004135,d2_lack_of_knowledge,3,3,2,2.667,text,"Ja, ich würde gerne noch mehr verstehen, was für Sie schwierig ist, was Sie stresst, wann Sie sich angespannt fühlen im Zusammenhang mit der Therapie und dann schlage ich vor, dass wir mal zusammen schauen, wie sich das vielleicht auch ändern ließe.",1,42,1,86.269,23.641,1,42,23.81,97.619,61.905,26.19,19.048,4.762,2.381,0,0,0,0,7.143,7.143,7.143,4.762,4.762,9.524,7.143,4.762,21.429,0,16.667,7.143,4.762,9.524,0,2.381,14.286,4.762,9.524,4.762,4.762,2.381,19.048,0,0,0,0,23.81,9.524,4.762,2.381,7.143,0,2.381,4.762,2.381,0,2.381,9.524,2.381,4.762,0,0,14.286,4.762,7.143,2.381,0,2.381,0,4.762,0,11.905,0,4.762,9.524,0,2.381,0,0,0,0,9.524,0,0,2.381,0,0,16.667,2.381,14.286,0,0,0,0,0,0,0,0,0,0
AU01.004140,d2_lack_of_knowledge,3,2,4,3.0,text,"Ja, das verstehe ich sehr gut und das kann natürlich wirklich so sein, dass ich manches nicht so gut verstehe, weil ich unter anderen Umständen hier aufgewachsen bin und auch unter anderen Umständen lebe. Vielleicht geben Sie mir die Chance, so gut wie möglich zu verstehen. Und wir schauen mal, ob das ausreicht.",1,53,1,28.05,98.066,99,17.667,28.302,98.113,64.151,24.528,13.208,7.547,1.887,0,0,0,0,3.774,3.774,1.887,5.66,7.547,7.547,7.547,3.774,28.302,1.887,18.868,15.094,1.887,3.774,0,1.887,7.547,7.547,0,0,0,0,15.094,0,0,0,0,33.962,7.547,3.774,0,9.434,1.887,11.321,1.887,1.887,0,0,5.66,3.774,0,0,0,5.66,1.887,1.887,0,0,0,0,9.434,0,9.434,0,7.547,1.887,0,1.887,0,0,0,0,13.208,0,0,1.887,0,0,15.094,5.66,9.434,0,0,0,0,0,0,0,0,0,0
AU01.004153,d2_lack_of_knowledge,2,3,2,2.333,text,"Okay, also ich kann das auf jeden Fall, das möchte ich vorab sagen, gut verstehen, dass Sie das Gefühl haben, dass wir vielleicht aus unterschiedlichen Perspektiven auch drauf schauen und ich kann das Bedürfnis nachvollziehen zu sagen, ich möchte jemanden, der das aus meiner Perspektive versteht, ich würde Sie gerne ermutigen, vielleicht trotzdem mir eine Chance zu geben und es tut mir auch leid, dass ich bisher noch nicht das Bedürfnis erfüllen konnte, dass Sie sich noch nicht verstanden fühlen. Ich möchte Sie trotzdem ermutigen, dass Sie mir noch mal genauer die Situation erklären, weil ich schon auch eine Chance darin sehe, dass jemand als Psychotherapeutin oder Psychotherapeut eben eine Rolle einnehmen kann, die noch mal aus einer anderen Perspektive schaut und da würde ich Sie gerne ermutigen, mir eine Chance zu geben und das vielleicht einmal zu versuchen. Wir können auf jeden Fall dann auch noch mal reflektieren zwischendurch, ob das gelungen ist und ich finde es super, dass Sie das sagen und so offen ansprechen, weil das auch wichtig ist, dass ich weiß, wie Sie sich fühlen gerade, dass Sie mir das durch Rückmeldung geben. Ist das was, was Sie sich gut vorstellen können oder was denken Sie dazu?",1,201,1,51.333,96.442,99,50.25,17.91,97.512,67.164,27.861,16.418,8.458,0.995,0,0,0,0,5.473,5.473,5.473,5.473,9.95,5.97,6.468,8.458,25.871,0.995,20.896,5.473,2.488,2.488,0,0.995,11.443,9.95,2.488,0,0,2.488,19.9,0,0,0,0,30.846,7.96,2.985,1.99,9.453,3.98,7.463,4.478,1.493,1.493,1.493,2.488,0.995,0.995,0,0,5.97,0.995,3.483,0.498,0.498,0.995,1.99,6.468,0,14.428,1.99,6.468,5.97,1.99,0.995,0,0,0,0.498,4.975,0,0.498,0.498,0,0,13.433,1.493,11.443,0,0,0.498,0,0,0,0,0,0,0
AU01.004154,d2_lack_of_knowledge,4,4,3,3.667,text,"Okay, also Sie sagen, Sie können oder Sie möchten auch aus Ihrer, also wegen Ihrer Herkunft und wegen Ihrer Prägung nicht mit Ihren Familienmitgliedern drüber sprechen. Das habe ich so verstanden. Für mich wäre es wichtig, nochmal nachzuvollziehen, weil Sie sagen, Sie verstehen das nicht und ich würde es aber gerne verstehen, wo da die Gründe liegen. Also vielleicht können Sie mir einen kleineren Einblick gewähren oder ein bisschen tieferen Einblick gewähren, wie das funktioniert. Also ein bisschen genauer erklären. Können Sie sich das vorstellen?",1,85,1,81.226,1.179,99,14.167,28.235,95.294,62.353,27.059,18.824,4.706,0,0,0,0,0,12.941,12.941,12.941,3.529,9.412,5.882,7.059,7.059,18.824,2.353,24.706,5.882,4.706,2.353,0,0,5.882,5.882,0,0,0,0,28.235,1.176,0,0,0,35.294,9.412,10.588,3.529,9.412,5.882,5.882,2.353,0,2.353,0,0,0,0,0,0,10.588,1.176,5.882,3.529,0,0,1.176,1.176,0,8.235,0,5.882,2.353,1.176,2.353,1.176,0,0,0,4.706,0,1.176,1.176,0,0,16.471,5.882,9.412,0,0,1.176,0,0,0,0,0,0,0
AU01.004155,d2_lack_of_knowledge,4,4,3,3.667,text,"Okay, ich nehme gerade wahr, dass Sie verzweifelt sind und auch noch andere Gründe suchen, warum es vielleicht gerade hier nicht gut funktioniert. Und Sie haben uns angesprochen, dass Sie die Therapie vielleicht lieber abbrechen würden und dafür was anderes, also dafür Deutsch lernen würden zunächst. Mir wäre es aber trotzdem vielleicht erstmal noch wichtig, vorher die Situation zu verstehen. Und ich würde Sie da gerne ermutigen, mir noch mal ein bisschen genauer zu erklären, was Sie zu dem Entschluss führt, also warum Sie denken, dass Sie erst vielleicht Deutsch lernen sollten. Können Sie mir da helfen, weil ich möchte gerne, ich möchte Ihnen gerne helfen.",1,106,1,53.147,60.028,99,21.2,22.642,96.226,66.038,21.698,16.038,6.604,0.943,0,0,0,0,8.491,7.547,8.491,5.66,3.774,4.717,7.547,17.925,17.925,0.943,20.755,6.604,0,3.774,0.943,0,11.321,10.377,0.943,0.943,0,0.943,17.925,0,0,0,0,39.623,7.547,8.491,6.604,12.264,1.887,7.547,1.887,0.943,0.943,0,0.943,0,0.943,0,0,8.491,1.887,4.717,1.887,0,0,2.83,4.717,0,16.038,0.943,7.547,9.434,3.774,0,0,0,0,0,4.717,0,0.943,0.943,0,0,16.038,4.717,11.321,0,0,0,0,0,0,0,0,0,0
AU01.004186,d2_lack_of_knowledge,4,2,3,3.0,text,"Sie sind sich nicht sicher, wie es gut weitergehen kann. Ich finde es gut, dass Sie das sagen. Weil manchmal bin ich vielleicht auch zu schnell oder benutze Wörter, die kompliziert sind. Ich habe es sehr einfach. Ich rede in meiner Muttersprache. Was glauben Sie, welchen Unterschied würde es machen, wenn wir nochmal schauen, wie können wir gut miteinander reden? Wann zum Beispiel sagen Sie mir, das Wort habe ich nicht verstanden? Oder wie schnell können wir auch gut miteinander reden?",1,81,1,70.731,58.934,99,10.125,22.222,96.296,62.963,28.395,18.519,8.642,3.704,0,0,0,0,4.938,4.938,4.938,7.407,3.704,3.704,11.111,6.173,14.815,2.469,25.926,18.519,7.407,7.407,1.235,2.469,11.111,11.111,0,0,0,0,25.926,0,0,0,0,25.926,4.938,6.173,2.469,8.642,4.938,7.407,8.642,1.235,7.407,0,0,0,0,0,0,14.815,3.704,7.407,0,0,3.704,1.235,8.642,0,9.877,3.704,2.469,6.173,0,1.235,0,0,1.235,0,7.407,0,0,0,0,0,18.519,6.173,8.642,0,0,3.704,0,0,0,0,0,0,0
AU01.004187,d2_lack_of_knowledge,2,2,2,2.0,text,"Sie haben recht. In der Welt, in der ich aufgewachsen bin, da reden Frauen auch mit ihrer Familie über ihre psychischen Probleme. Und ich habe aber viele Patienten, die genau das sagen, was sie sagen. Die sagen, ich kann darüber nicht mit meiner Familie reden. Und trotzdem finden sie einen Weg für sich zu schauen, mit wem kann ich reden, wie viel kann ich reden. Wollen wir auch mal drauf gucken? Ich bin mir sicher, auch Sie haben Möglichkeiten, über die Sie noch nicht nachgedacht hatten. Vielleicht ist es nicht die Familie, vielleicht sind es andere Leute. Aber vielleicht ist es doch die Familie.",1,104,1,61.741,9.757,39.819,11.556,15.385,99.038,72.115,24.038,16.346,7.692,0.962,0,0,0,0,6.731,6.731,6.731,6.731,8.654,8.654,18.269,7.692,16.346,2.885,28.846,4.808,0.962,2.885,0,1.923,2.885,1.923,0.962,0,0,0,25.962,4.808,0,0.962,0,25.962,1.923,2.885,4.808,6.731,4.808,7.692,8.654,1.923,6.731,0,1.923,0,0,0,0,10.577,4.808,2.885,0.962,0,1.923,1.923,8.654,0.962,10.577,0,8.654,1.923,1.923,4.808,3.846,0,0,0,2.885,0,0,0.962,0,0,18.269,7.692,9.615,0,0,0.962,0,0,0,0,0,0,0
AU01.004188,d2_lack_of_knowledge,3,2,2,2.333,text,"Sie haben recht, meine Situation ist anders wie Ihre. Das stimmt. Und trotzdem bin ich sicher, ich kann einen Teil beitragen, damit Sie in eine bessere Situation kommen. Jetzt merken Sie auch, ich stelle Ihnen ganz oft viele Fragen. Und das ist genau der Grund. Ich kenne Ihre Situation nicht. Deswegen muss ich Sie viel fragen. Das kann manchmal auch zu viel erscheinen, dann müssen Sie mir das sagen. Aber die Fragen gehen genau dazu, dass ich genau verstehe, worüber reden Sie. Denn der professionelle Teil meines Wissens, den kann ich erst dann antworten.",1,94,1,38.037,74.892,99,9.4,14.894,97.872,61.702,25.532,20.213,10.638,0,0,0,0,0,9.574,8.511,9.574,1.064,10.638,3.191,10.638,7.447,17.021,1.064,20.213,9.574,3.191,2.128,1.064,6.383,5.319,5.319,0,0,0,0,18.085,0,0,0,0,34.043,5.319,3.191,3.191,10.638,7.447,6.383,3.191,1.064,2.128,0,2.128,0,0,0,0,6.383,0,5.319,1.064,1.064,1.064,0,12.766,0,14.894,3.191,5.319,7.447,4.255,0,0,0,0,0,4.255,0,0,3.191,0,0,19.149,10.638,8.511,0,0,0,0,0,0,0,0,0,0
AU01.004216,d2_lack_of_knowledge,2,3,2,2.333,text,"Ist das eine Vermutung von Ihnen, dass man darüber nicht bricht oder hat Ihnen das auch schon mal direkt jemand gesagt in der Familie oder haben Sie das mal mitgehört?",1,30,1,61.756,57.918,,30,13.333,96.667,76.667,26.667,10,0,0,0,0,0,0,10,3.333,10,6.667,16.667,6.667,13.333,3.333,30,3.333,20,6.667,6.667,0,0,0,0,0,0,0,0,0,20,3.333,0,0,0,26.667,3.333,0,0,20,6.667,10,3.333,0,3.333,0,3.333,0,0,0,0,3.333,3.333,0,0,0,0,3.333,10,0,13.333,0,10,3.333,0,3.333,3.333,0,0,0,0,0,0,0,0,0,6.667,0,3.333,0,0,3.333,0,0,0,0,0,0,0
AU01.004217,d2_lack_of_knowledge,4,3,2,3.0,text,"Das tut mir sehr leid, dass sie das Gefühl haben, dass ich sie da nicht so gut verstehen kann. Was könnte ihnen denn vielleicht helfen, dass wir besser zusammenarbeiten können oder dass ich das besser verstehe?",1,36,1,58.158,10.987,99,18,11.111,100,72.222,30.556,19.444,8.333,2.778,0,0,0,0,8.333,5.556,8.333,2.778,8.333,0,13.889,5.556,30.556,2.778,25,11.111,8.333,2.778,0,2.778,13.889,11.111,2.778,0,0,2.778,19.444,0,0,0,0,27.778,8.333,2.778,2.778,8.333,2.778,5.556,2.778,0,0,2.778,0,0,0,0,0,16.667,5.556,11.111,0,5.556,0,2.778,8.333,0,2.778,0,2.778,0,2.778,0,0,0,0,2.778,11.111,0,0,0,0,0,13.889,2.778,8.333,0,0,2.778,0,0,0,0,0,0,0
AU01.004218,d2_lack_of_knowledge,4,3,3,3.333,text,"Ich verstehe Ihre Frustration. Meinen Sie denn, dass Sie sich gestresst und unsicher fühlen, auch durch die Therapie, oder wie meinen Sie das? Was können Sie nicht so richtig verstehen?",1,30,1,53.04,30.36,1,10,23.333,100,70,36.667,30,10,0,0,0,0,0,16.667,16.667,16.667,3.333,6.667,3.333,3.333,0,26.667,3.333,13.333,10,6.667,6.667,0,0,10,0,10,3.333,3.333,6.667,26.667,0,0,0,0,33.333,16.667,3.333,0,6.667,6.667,6.667,3.333,0,0,3.333,6.667,0,6.667,0,0,10,0,6.667,0,0,3.333,0,3.333,0,3.333,0,3.333,0,0,0,0,0,0,0,13.333,0,0,3.333,0,0,20,3.333,10,0,0,6.667,0,0,0,0,0,0,0
AU01.004241,d2_lack_of_knowledge,4,4,3,3.667,text,"Da gebe ich Ihnen recht, da haben wir einen Kulturunterschied. Können Sie mir vielleicht genauer erklären, warum Sie das nicht ansprechen können?",1,22,1,91.268,52.803,,11,22.727,95.455,63.636,36.364,27.273,9.091,4.545,0,0,0,0,13.636,9.091,13.636,4.545,9.091,0,9.091,9.091,18.182,4.545,31.818,0,0,4.545,0,0,0,0,0,0,0,0,36.364,0,0,0,0,27.273,4.545,13.636,0,4.545,4.545,4.545,0,0,0,0,0,0,0,0,0,18.182,4.545,13.636,4.545,0,0,0,4.545,0,13.636,0,13.636,0,4.545,0,0,0,0,0,0,0,0,0,0,0,18.182,4.545,9.091,0,0,4.545,0,0,0,0,0,0,0
AU01.004242,d2_lack_of_knowledge,4,2,2,2.667,text,"Ja, ich verstehe Ihre Zweifel. Die sind auch durchaus berechtigt und haben auch einen Raum hier. Aber vielleicht können wir ja zusammen daran arbeiten, dass Sie mir auch Ihre Situation besser erklären.",1,32,1,87.12,1.758,17.388,10.667,28.125,100,59.375,21.875,18.75,6.25,3.125,0,0,0,0,9.375,9.375,9.375,3.125,6.25,0,6.25,9.375,18.75,0,18.75,3.125,3.125,0,0,0,6.25,3.125,3.125,3.125,0,3.125,21.875,0,0,0,0,18.75,6.25,0,6.25,9.375,0,3.125,0,0,0,0,0,0,0,0,0,21.875,6.25,9.375,3.125,3.125,3.125,0,6.25,0,12.5,0,9.375,3.125,6.25,0,3.125,0,0,0,9.375,0,0,6.25,0,0,15.625,9.375,6.25,0,0,0,0,0,0,0,0,0,0
AU01.004256,d2_lack_of_knowledge,3,2,2,2.333,text,"Das tut mir leid, dass Sie sich bisher bei mir nicht so verstanden gefühlt haben, wie Sie sich das wünschen. Woran würden Sie merken, dass ich mich in Ihre Welt hineinfühlen oder hinein denken kann?",1,35,1,42.934,76.112,86.113,17.5,11.429,94.286,71.429,34.286,28.571,11.429,0,0,0,0,0,11.429,11.429,11.429,0,5.714,5.714,14.286,2.857,20,2.857,28.571,5.714,5.714,5.714,0,0,8.571,5.714,2.857,0,0,2.857,22.857,0,0,0,0,28.571,14.286,2.857,5.714,5.714,2.857,5.714,2.857,0,0,2.857,0,0,0,0,0,5.714,0,5.714,0,0,0,8.571,5.714,0,11.429,0,8.571,2.857,0,0,0,0,0,2.857,2.857,0,0,0,0,0,14.286,2.857,8.571,0,0,2.857,0,0,0,0,0,0,0
AU01.004257,d2_lack_of_knowledge,2,2,1,1.667,text,"Oh, das kann ich mir vorstellen, dass das eine schwierige Situation ist, wenn Sie mit Ihren vertrauten engsten Personen, mit denen Sie zusammen leben, gar nicht offen sprechen können. Wie haben Sie dieses Dilemma bisher gelöst?",1,36,1,82.798,48.477,1,18,25,100,61.111,27.778,16.667,5.556,0,0,0,0,0,11.111,11.111,11.111,2.778,8.333,5.556,16.667,5.556,19.444,2.778,27.778,11.111,5.556,2.778,0,0,11.111,2.778,8.333,0,0,2.778,30.556,0,0,0,0,25,11.111,5.556,2.778,2.778,5.556,5.556,5.556,0,0,5.556,5.556,0,2.778,0,0,16.667,5.556,11.111,0,0,2.778,5.556,5.556,0,13.889,0,8.333,5.556,0,0,0,0,2.778,0,2.778,0,0,0,2.778,0,19.444,2.778,13.889,0,0,2.778,0,0,0,0,0,0,0
AU01.004258,d2_lack_of_knowledge,1,1,2,1.333,text,"Das klingt, als wenn Sie zwei sehr wichtige Anliegen hätten, die Sie im Moment beschäftigen und bei denen Sie für sich weiterkommen möchten. Also ich habe Sie bisher sehr gut verstanden und vielleicht ist es ja auch ein Training Ihrer Deutschkenntnisse, wenn Sie in der Therapie mit mir sprechen und Sie hier auch üben, sich darüber auszudrücken, wie es Ihnen geht und wie Sie sich fühlen und was Ihre Ziele sind.",1,71,1,91.579,1,98.002,35.5,18.31,95.775,71.831,28.169,21.127,2.817,0,0,0,0,0,14.085,12.676,14.085,4.225,5.634,8.451,8.451,9.859,19.718,0,18.31,7.042,4.225,4.225,1.408,2.817,5.634,4.225,0,0,0,0,26.761,0,0,0,0,18.31,2.817,5.634,4.225,5.634,1.408,4.225,4.225,0,1.408,1.408,4.225,0,2.817,0,0,8.451,0,7.042,1.408,1.408,0,2.817,7.042,0,11.268,2.817,4.225,4.225,4.225,1.408,0,0,0,0,5.634,0,0,1.408,0,0,9.859,2.817,7.042,0,0,0,0,0,0,0,0,0,0
AU01.004318,d2_lack_of_knowledge,4,3,3,3.333,text,"Ja, das freut mich tatsächlich sehr unangenehm vor und ich würde Ihre Situation gerne besser verstehen. Können Sie mir das noch ein bisschen mehr erklären, wie es Ihnen damit geht mit mir und meinem fehlenden Verständnis?",1,36,1,29.64,99,99,18,22.222,97.222,63.889,30.556,22.222,13.889,0,0,0,0,0,8.333,5.556,8.333,2.778,8.333,8.333,8.333,11.111,22.222,0,19.444,11.111,8.333,2.778,0,5.556,13.889,11.111,2.778,0,0,0,16.667,0,0,0,0,25,11.111,2.778,2.778,5.556,2.778,5.556,0,0,0,0,0,0,0,0,0,13.889,0,11.111,0,5.556,0,0,5.556,0,11.111,2.778,2.778,8.333,0,0,0,0,0,0,5.556,0,0,2.778,0,0,11.111,2.778,5.556,0,0,2.778,0,0,0,0,0,0,0
AU01.004319,d2_lack_of_knowledge,3,1,3,2.333,text,"Ich finde, Sie tun Ihr Bestes und mich würde sehr interessieren, wie es Ihnen geht. Können Sie das noch ein bisschen genauer beschreiben?",1,23,1,81.007,2.292,99,11.5,17.391,95.652,69.565,34.783,26.087,8.696,0,4.348,0,4.348,0,17.391,13.043,17.391,4.348,8.696,0,13.043,8.696,17.391,0,30.435,8.696,8.696,4.348,0,4.348,13.043,13.043,0,0,0,0,21.739,0,0,0,0,26.087,8.696,4.348,4.348,8.696,0,4.348,0,0,0,0,0,0,0,0,0,13.043,0,13.043,0,4.348,0,0,8.696,0,8.696,4.348,0,4.348,0,0,0,0,0,0,0,0,0,0,0,0,17.391,4.348,8.696,0,0,4.348,0,0,0,0,0,0,0
AU01.004320,d2_lack_of_knowledge,4,3,3,3.333,text,Das klingt belastend. Ich würde das gerne noch besser verstehen. Können Sie mir das noch etwas genauer schildern?,1,18,1,20.827,87.522,99,6,22.222,94.444,55.556,38.889,16.667,11.111,0,0,0,0,0,5.556,5.556,5.556,5.556,16.667,0,5.556,16.667,27.778,0,27.778,5.556,5.556,0,0,5.556,22.222,16.667,5.556,0,0,5.556,16.667,0,0,0,0,27.778,5.556,0,5.556,11.111,0,11.111,5.556,0,5.556,0,0,0,0,0,0,11.111,0,11.111,0,5.556,0,0,5.556,0,11.111,0,0,11.111,0,0,0,0,0,0,5.556,0,0,0,0,0,16.667,11.111,0,0,0,5.556,0,0,0,0,0,0,0
AU01.004338,d2_lack_of_knowledge,4,2,3,3.0,text,Wann genau fühlen Sie sich denn so gestresst und angespannt? Das klingt ja wirklich belastend. Können Sie mir das noch mal genauer erklären und was genau befürchten Sie denn?,1,29,1,77.595,3.292,1,9.667,24.138,93.103,51.724,27.586,17.241,3.448,0,0,0,0,0,10.345,10.345,10.345,3.448,6.897,0,0,3.448,31.034,0,10.345,0,0,6.897,0,0,17.241,6.897,10.345,3.448,0,6.897,17.241,0,0,0,0,24.138,10.345,0,0,3.448,6.897,3.448,6.897,0,3.448,3.448,6.897,3.448,3.448,0,0,3.448,0,3.448,0,0,0,0,3.448,0,6.897,0,0,6.897,0,0,0,0,0,0,13.793,0,0,10.345,0,0,10.345,3.448,0,0,0,6.897,0,0,0,0,0,0,0
AU01.004339,d2_lack_of_knowledge,3,3,3,3.0,text,"Das klingt ja sehr belastend. Können Sie mir genauer erklären, wie das in Ihrer Kultur so ist?",1,17,1,89.942,1,1,8.5,17.647,94.118,58.824,29.412,17.647,5.882,0,0,0,0,0,11.765,11.765,11.765,0,11.765,5.882,5.882,5.882,23.529,0,23.529,5.882,5.882,5.882,0,5.882,5.882,0,5.882,0,0,5.882,23.529,0,0,0,0,11.765,5.882,5.882,0,0,0,0,5.882,0,5.882,0,5.882,0,0,0,0,11.765,0,11.765,0,0,0,0,11.765,0,5.882,0,5.882,0,0,0,0,0,0,0,5.882,0,0,5.882,0,0,17.647,5.882,5.882,0,0,5.882,0,0,0,0,0,0,0
AU01.004340,d2_lack_of_knowledge,4,4,4,4.0,text,"Es klingt so, als würden sie zweifeln, ob ich sie überhaupt wirklich verstehen kann, oder? Woran würden sie denn merken, dass sie jemand wirklich versteht? Sie haben Recht, dass ich selbst nicht betroffen bin. Und trotzdem würde ich gerne verstehen, was es für sie genau bedeutet.",1,46,1,58.91,6.215,99,11.5,21.739,97.826,67.391,28.261,19.565,6.522,0,0,0,0,0,13.043,13.043,13.043,8.696,0,6.522,15.217,6.522,19.565,2.174,30.435,4.348,4.348,6.522,0,0,6.522,6.522,0,0,0,0,28.261,0,0,0,0,39.13,15.217,0,8.696,10.87,4.348,10.87,2.174,0,2.174,0,0,0,0,0,0,2.174,0,2.174,2.174,0,0,2.174,8.696,0,4.348,0,2.174,2.174,2.174,0,0,0,0,0,10.87,0,0,2.174,0,0,21.739,4.348,13.043,0,0,4.348,0,0,0,0,0,0,0
AU01.004472,d2_lack_of_knowledge,4,3,4,3.667,text,"Ja, ich höre sie und ich kann mir gut vorstellen, dass sie sich da gerade nicht gut verstanden fühlen und sie haben ja ein Stück weit recht. Wir sind, soweit ich denke, davon im unterschiedlichen kulturellen Hintergrund und ich würde sie aber gerne da genau verstehen und das was das was sie beschreiben für sie in ihrer Familie bedeutet. Also wenn es für sie okay ist, erzählen sie es mir gern und erzählen sie mir möglichst ausführlich und genau wie genau ihre eigene Erfahrung da aussieht.",1,86,1,81.041,3.556,99,28.667,17.442,100,63.953,30.233,23.256,8.14,1.163,0,0,0,0,12.791,12.791,12.791,4.651,3.488,5.814,6.977,4.651,18.605,1.163,16.279,9.302,2.326,3.488,0,1.163,11.628,11.628,0,0,0,0,27.907,1.163,0,0,0,29.07,8.14,5.814,3.488,3.488,4.651,4.651,5.814,1.163,1.163,2.326,2.326,0,1.163,0,0,5.814,2.326,3.488,1.163,0,0,1.163,6.977,0,9.302,0,9.302,1.163,2.326,1.163,1.163,0,0,0,13.953,0,1.163,6.977,0,0,9.302,3.488,5.814,0,0,0,0,0,0,0,0,0,0
AU01.004473,d2_lack_of_knowledge,4,3,4,3.667,text,"Ja, auf der einen Seite haben Sie recht, ich bin aus einer anderen Kultur als Sie und ich habe möglicherweise andere Erfahrungen gemacht als Sie und trotzdem würde ich gerne versuchen, Ihre eigene Perspektive da möglichst gut zu verstehen und auch wenn Sie mit Ihrer Familie da nicht darüber sprechen können, würde ich Sie einfach gerne einladen und meine Neugier mitteilen, dass Sie gerne hier im sicheren Rahmen darüber sprechen können. Wie klingt das für Sie?",1,76,1,53.168,19.722,99,38,25,98.684,64.474,25,18.421,6.579,0,0,0,0,0,11.842,11.842,11.842,5.263,5.263,10.526,9.211,9.211,19.737,1.316,22.368,11.842,3.947,1.316,1.316,1.316,9.211,9.211,0,0,0,0,22.368,1.316,0,0,0,30.263,5.263,5.263,5.263,7.895,2.632,9.211,2.632,0,1.316,0,0,0,0,0,0,10.526,1.316,7.895,1.316,0,1.316,1.316,3.947,0,14.474,1.316,10.526,2.632,3.947,1.316,1.316,0,0,0,3.947,0,0,1.316,0,0,9.211,1.316,6.579,0,0,1.316,0,0,0,0,0,0,0
