id,dimension,text,rater_one,rater_two,rater_three,average_score,ColumnID,Text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
AU01.002808,d3_cultural_factors,"Wie kommen Sie auf die Annahme, dass Menschen schlechtführend hindenken? Haben Sie da auch konkrete Erfahrungen gemacht, hier in Deutschland?",3,3,3,3.0,text_en,How do you come to the conclusion that people think poorly? Have you had any concrete experiences here in Germany?,1,20,15.406,99,99,,10,20,90,80,65,15,10,0,0,10,0,0,5,15,5,0,10,15,15,0,0,25,5,0,0,0,0,0,25,0,20,15,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,0,5,15,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0
AU01.002822,d3_cultural_factors,"Ich finde es total beeindruckend, wie Sie das machen. Die aktuelle Situation in Deutschland ist überhaupt nicht leicht für Menschen aus anderen Ländern und ich kann mir auch vorstellen, dass das total viel Angst macht. Also auch mir macht das schon total viel Angst. Ja, es ist auch nicht leicht mit den Beschwerden, die Sie haben, dass Sie auch sagen, Sie haben Konzentrationsprobleme und fühlen sich einfach nicht zugehörig, dann den Mut aufzubringen, Deutsch zu sprechen, auch wenn Sie es noch nicht perfekt können und ich wollte Ihnen mal sagen, ich finde es bemerkenswert, dass Sie das immer und immer wieder probieren.",1,1,2,1.333,text_en,"I find it really impressive how you do it. The current situation in Germany is not at all easy for people from other countries and I can also imagine that it causes a lot of fear. So that really scares me too. Yes, it's also not easy with the complaints you have, that you also say you have problems concentrating and you just don't feel like you belong, to then find the courage to speak German, even if you can't speak it perfectly yet, and I wanted to tell you that I find it remarkable that you try that over and over again.",1,103,1.99,68.413,52.371,66.142,25.75,11.65,98.058,83.495,68.932,25.243,13.592,4.854,0,8.738,0,0,11.65,11.65,3.883,0,11.65,7.767,12.621,9.709,3.883,17.476,4.854,1.942,2.913,0.971,1.942,0,29.126,1.942,21.359,6.796,1.942,4.854,1.942,2.913,4.854,0,8.738,5.825,2.913,3.883,0.971,2.913,1.942,0,0,0,16.505,6.796,0,0,0.971,0.971,4.854,9.709,0,0,0,0,0.971,0,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971,0,0,0,0,0,0,0.971,10.68,6.796,0,0,2.913,0,0,0.971,3.883,0.971,6.796,0,0.971,0,0.971,0,0,11.65,3.883,4.854,0,0,2.913,0,0
AU01.002823,d3_cultural_factors,"Ja, ich glaube, das ist auch eine total schwierige Situation. Und das Ding ist, ich kann Ihnen da auch keine Ideallösung sagen, ich glaube, es gibt dafür keine perfekte Lösung. Und ich denke auch nicht, dass es unbedingt nötig ist, dass Sie es Ihrer Familie sagen, denn wie Sie schon sagen, es hatten in Ihrer Kultur einfach weitreichende Konsequenzen und da finde ich es auch völlig legitim, wenn Sie sich dafür entscheiden würden, es Ihnen nicht zu sagen. Und ja, vielleicht wollen wir uns mal anschauen, wie das denn mit diesem Gefühl von Ich gehöre nirgendwo hin, wie das bei Ihnen damit ist und wo wir vielleicht etwas finden können, wo Sie sich zugehörig fühlen, genauso wie Sie sind.",2,1,2,1.667,text_en,"Yes, I think this is also a really difficult situation. And the thing is, I can't tell you an ideal solution, I don't think there's a perfect solution. And I don't think it's absolutely necessary that you tell your family, because as you say, it just had far-reaching consequences in your culture and I think it's completely legitimate if you decided not to tell them. And yes, maybe we want to take a look at what it is like with this feeling of I don't belong anywhere, what it is like for you and where we can perhaps find something where you feel like you belong, just as you are.",1,110,1,91.788,50.449,20.235,27.5,16.364,100,91.818,71.818,28.182,17.273,5.455,1.818,9.091,0,0.909,10.909,9.091,4.545,0,10.909,12.727,10.909,9.091,4.545,25.455,5.455,0,7.273,4.545,1.818,0.909,38.182,1.818,26.364,9.091,1.818,3.636,4.545,3.636,2.727,0,1.818,0.909,0.909,0,0,0,0,0,0,0,17.273,3.636,0,0,0,0,3.636,12.727,0.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909,0.909,0.909,0,0,0,0,0.909,0,10,8.182,0.909,0,4.545,0.909,0,1.818,0,1.818,12.727,0,2.727,0,2.727,0,0,18.182,3.636,7.273,0,0,6.364,0.909,0
AU01.002824,d3_cultural_factors,"Ja, ich denke, es gibt auch einfach recht große Kulturunterschiede zwischen Polen und Deutschland. Und sie sind die erste Generation ihrer Familie, die in einer anderen Kultur sozusagen aufwächst. Und das ist eine total große Herausforderung, die sie da haben, ein total großer Spagat, den sie da jeden Tag leisten müssen. Und ich kann mir vorstellen, dass man sich da manchmal so fühlt, als würde man nirgendwo richtig dazu gehören.",4,4,2,3.333,text_en,"Yes, I think there are also quite big cultural differences between Poland and Germany. And they are the first generation of their family to grow up in a different culture, so to speak. And that's a really big challenge that they have, a really big balancing act that they have to do every day. And I can imagine that sometimes you feel like you don't really belong anywhere.",1,68,13.873,73.713,76.268,41.974,17,17.647,94.118,79.412,63.235,17.647,11.765,2.941,0,2.941,0,5.882,5.882,16.176,5.882,1.471,11.765,10.294,10.294,8.824,1.471,16.176,8.824,8.824,4.412,2.941,1.471,0,29.412,2.941,19.118,4.412,0,1.471,7.353,5.882,2.941,0,1.471,1.471,0,0,0,0,0,0,0,0,14.706,1.471,0,0,0,0,1.471,10.294,1.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941,0,0,0,0,0,0,0,0,13.235,10.294,0,0,8.824,0,0,1.471,4.412,0,7.353,2.941,1.471,0,1.471,0,0,13.235,5.882,4.412,0,0,2.941,0,0
AU01.002848,d3_cultural_factors,"Ich werde jetzt bei Ihnen auf der einen Seite selbst zeichnen, ob Sie die Arbeit richtig machen, ob Sie vielleicht auch im Kontakt mit anderen Menschen alles richtig machen. Auf der anderen Seite haben Sie auch das Gefühl, dass andere Menschen Ihnen schaden wollen. Vielleicht müssen Sie noch erzählen, wie es Ihnen bei dem Kontakt mit Personen aus Ihrer Nationalität oder Kultur geht. Haben Sie da auch das Gefühl, dass Sie Ihnen Böses wollen oder ist es da anders?",3,2,2,2.333,text_en,"On the one hand, I will now show you whether you are doing the work correctly, and whether you are also doing everything right in your contact with other people. On the other hand, you also have the feeling that other people want to harm you. You may also need to tell us how you feel about meeting people of your nationality or culture. Do you also have the feeling that they want you harm or is it different?",1,79,4.297,99,29.732,2.777,19.75,13.924,96.203,77.215,69.62,22.785,17.722,1.266,1.266,13.924,0,1.266,5.063,15.19,6.329,0,10.127,12.658,8.861,11.392,0,18.987,5.063,0,2.532,1.266,1.266,0,30.38,3.797,20.253,5.063,1.266,3.797,3.797,0,10.127,0,2.532,0,2.532,0,0,0,0,0,0,0,24.051,2.532,0,0,0,0,2.532,20.253,0,0,0,0,0,0,0,0,2.532,0,0,2.532,0,0,2.532,0,0,0,0,0,0,0,0,1.266,2.532,0,0,0,0,0,2.532,0,12.658,6.329,0,0,1.266,1.266,0,3.797,1.266,0,6.329,2.532,0,0,0,0,0,8.861,3.797,3.797,1.266,0,0,0,0
AU01.002849,d3_cultural_factors,"Schünen Sie sich dann in Ihrer Jahrkunftskultur zugehörig? Oder ist es eher so, dass Sie auch das Gefühl haben, zu zwischenden Kulturen zu stehen?",4,2,2,2.667,text_en,Do you then look forward to belonging to your future culture? Or is it more the case that you also have the feeling that you stand between cultures?,1,28,11.877,99,89.393,,14,21.429,96.429,71.429,67.857,25,14.286,0,0,14.286,0,0,10.714,21.429,7.143,0,10.714,10.714,3.571,10.714,0,14.286,3.571,3.571,3.571,3.571,0,0,14.286,0,7.143,3.571,0,0,3.571,0,3.571,0,0,0,0,0,0,0,0,0,0,0,21.429,0,0,0,0,0,0,14.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.143,17.857,3.571,0,10.714,3.571,0,3.571,7.143,0,3.571,3.571,0,0,0,0,0,7.143,0,0,7.143,0,0,0,0
AU01.002850,d3_cultural_factors,"Also dadurch, dass ich schon allein deutsch starte, immer sozusagen als Nicht-Deutscher ausfahre, fühle ich mich nicht außerhalb der Züge weg. Verstehe ich das jetzt richtig?",1,0,1,0.667,text_en,"So because I start out in German and always leave as a non-German, so to speak, I don't feel left out of the trains. Do I understand this correctly now?",1,30,22.175,1.244,99,,15,13.333,90,83.333,66.667,13.333,10,10,0,0,0,0,3.333,10,6.667,0,20,6.667,13.333,16.667,3.333,23.333,0,0,0,0,0,0,20,3.333,10,6.667,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,3.333,0,0,0,0,3.333,0,0,0,0,0,3.333,0,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.667,20,0,3.333,13.333,0,0,3.333,10,0,10,0,0,0,0,0,0,20,3.333,6.667,3.333,0,3.333,3.333,0
AU01.003030,d3_cultural_factors,"Ich verstehe, also Gefühle sind Gefühle, es gibt keine Wahrheit zu den Gefühlen und es ist sehr verständlich auch, dass sie sich anders oder aufgeschlossen fühlen, wenn sie diese Muster haben von ihren Eltern, dass sie nicht richtig angekommen sind. Das ist sehr normal, das ist zu erwarten. Ich will nicht einfach sagen, aber dass sie sich einfach ein bisschen anders fühlen, obwohl sie sagen, sie wissen, dass das nicht so ist und dass sie viele deutsche Freunde haben. Es ist trotzdem, das kann trotzdem zu Anzeigenschaft führen, wenn sie vielleicht zum Beispiel denken, dass die anderen diese Schwierigkeiten nicht richtig wahrnehmen können oder dass vielleicht sie sehen nicht, wie wichtig das ist oder wie ausgeprägt diese Gefühle, die der Eltern ihnen auch beeinflusst haben. Ich kann wohl verstehen, dass das kann bedeuten, dass sie sich einsam oder ausgeschlossen fühlen.",2,1,2,1.667,text_en,"I understand, so feelings are feelings, there is no truth to feelings and it is also very understandable that they feel different or open-minded when they have these patterns from their parents that they have not arrived properly. This is very normal, it is to be expected. I don't want to just say, but that they just feel a little different, even though they say they know that's not the case and that they have a lot of German friends. However, this can still lead to denunciation if, for example, they think that others cannot properly perceive these difficulties or that perhaps they do not see how important this is or how pronounced these feelings that their parents have also influenced them. I can certainly understand that this may mean that they feel lonely or excluded.",1,136,1,10.616,95.038,20.235,27.2,21.324,94.853,80.882,66.176,26.471,11.765,2.206,0,0,0,9.559,14.706,16.912,2.206,0,5.147,13.235,12.5,10.294,4.412,22.059,5.882,1.471,3.676,2.206,0.735,1.471,40.441,0.735,31.618,13.971,2.941,2.941,5.147,0.735,11.765,0,2.941,1.471,1.471,0.735,0,0.735,0,0,0.735,0,14.706,2.941,0,0,0,0.735,1.471,11.765,1.471,0.735,0,0,0.735,0,0.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735,0,0,0,0,0,0,0.735,9.559,8.088,0,0.735,0.735,0.735,0,5.147,0.735,0.735,10.294,1.471,0,0,0,0,0,11.765,3.676,5.882,0,0,1.471,0.735,0
AU01.003031,d3_cultural_factors,"Ich kann mir vorstellen, dass das schwierig ist, wenn man zwei Polen hat und man hat das Gefühl, dass die eine Sache wollen, die andere andere und vielleicht haben sie auch diesen Druck allem gut zu machen. Das muss sich sehr stressig fühlen. Also das ist bestimmt, ich würde sagen belastbar. Ich weiß nicht, ob sie das so darstellen würden.",2,2,1,1.667,text_en,"I can imagine that it's difficult when you have two poles and you have the feeling that one wants something, the other wants something else and maybe they also have this pressure to do everything well. That must feel very stressful. So that's definitely, I would say resilient. I don't know if they would present it that way.",1,58,1,30.458,7.914,20.235,14.5,18.966,94.828,89.655,75.862,31.034,12.069,5.172,0,3.448,0,3.448,18.966,18.966,3.448,3.448,1.724,18.966,13.793,10.345,1.724,27.586,8.621,3.448,0,0,0,0,39.655,1.724,31.034,6.897,0,10.345,6.897,1.724,5.172,0,6.897,3.448,3.448,1.724,0,1.724,1.724,0,0,0,8.621,1.724,0,0,0,0,1.724,6.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.724,3.448,0,0,0,0,0,0,0,8.621,5.172,0,0,1.724,0,0,3.448,1.724,0,12.069,3.448,0,0,0,0,0,15.517,6.897,3.448,0,0,5.172,0,0
AU01.003032,d3_cultural_factors,"Ja, das muss Belastung sein. Ich kann das wohl verstehen, was Sie meinen, dass Sie fühlen sich ein bisschen ausgeschlossen oder dass die anderen weniger von Ihnen denken. Das ist normal, dass Sie sich so fühlen. Also Menschen möchten Ähnlichkeiten finden, sie möchten sich gehörsam finden. Und das muss sehr ungemütlich sein. Also von was Sie gesagt haben, ich kann spüren, dass sie sich nicht willkommen fühlen oder dass sie irgendwie möglich sind, weil sie unsicher sind wegen der Sprache oder vielleicht machen die Leute sich lustig auf sich. Und das ist bestimmt eine Herausforderung.",2,2,2,2.0,text_en,"Yes, that must be a burden. I can understand what you mean, that you feel a bit left out or that others think less of you. It's normal for you to feel this way. So people want to find similarities, they want to find each other obedient. And that must be very uncomfortable. So from what you said, I can sense that they don't feel welcome or that they are somehow possible because they are insecure about the language or maybe people are making fun of them. And that is definitely a challenge.",1,93,4.677,85.182,17.185,3.961,13.286,12.903,98.925,84.946,66.667,25.806,12.903,2.151,0,5.376,0,5.376,12.903,16.129,4.301,0,10.753,10.753,7.527,8.602,1.075,22.581,7.527,2.151,3.226,1.075,1.075,1.075,38.71,1.075,30.108,9.677,1.075,8.602,6.452,5.376,6.452,0,6.452,2.151,4.301,2.151,0,2.151,1.075,0,0,0,18.28,5.376,0,1.075,0,0,1.075,12.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.151,0,0,0,0,0,0,0,10.753,9.677,0,0,3.226,0,0,4.301,0,1.075,11.828,0,1.075,0,1.075,0,0,13.978,7.527,4.301,0,0,2.151,0,0
AU01.003062,d3_cultural_factors,"Es könnte sein, dass sie sich noch sehr, also polnische Kultur ist ein Teil von ihnen und obwohl sie deutsche Freundinnen haben, das schließt ja nicht aus, dass sie, also ein Teil von ihnen deutsch ist und ein Teil von ihnen polnisch ist. Polnisch durch ihre Eltern und deutsch durch ihre Sozialisierung in Deutschland, durch ihr erwachsenes Leben, also durch, sie haben hier das meiste Leben verbracht und wir werden gemeinsam versuchen zu schauen, wie sie diese zwei Polen vereinbaren können, sodass sie sich nicht ausgeschlossen fühlen und ihre deutschen Freundschaften noch mehr genießen können.",2,3,3,2.667,text_en,"It could be that they are still very, so Polish culture is a part of them and even though they have German friends, that doesn't rule out the fact that part of them is German and part of them is Polish. Polish through their parents and German through their socialization in Germany, through their adult life, so through, they have spent most of their lives here and we will try together to see how they can reconcile these two poles so that they don't feel excluded and can enjoy their German friendships even more.",1,94,2.015,95.246,4.066,53.169,47,13.83,92.553,76.596,68.085,21.277,14.894,0,1.064,0,0,13.83,6.383,15.957,2.128,1.064,11.702,13.83,10.638,9.574,2.128,19.149,2.128,6.383,8.511,6.383,1.064,1.064,21.277,0,12.766,3.191,1.064,4.255,0,0,5.319,0,2.128,2.128,0,1.064,1.064,0,0,0,0,0,22.34,2.128,2.128,0,0,0,0,19.149,1.064,2.128,0,0,4.255,0,4.255,0,1.064,0,0,0,1.064,0,1.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.638,6.383,0,0,4.255,1.064,0,1.064,0,1.064,10.638,1.064,0,0,0,0,0,9.574,2.128,5.319,0,0,2.128,0,0
AU01.003063,d3_cultural_factors,"Ich kann nachvollziehen, was Sie meinen, wenn man in ein anderes Land umzieht und die Sprachkenntnisse noch nicht auf dem mutterschaftlichen Niveau sind, oder man braucht noch mehr Zeit, um die Sprache zu lernen, da ist es manchmal schwierig, an die Universität zu gehen. Aber das ist nicht der einzige Weg, um etwas im Leben zu leisten. Auch ohne universitären Abschluss können Sie einen Job finden, der Ihnen Spaß macht und wo Sie sich voll entfalten können.",2,2,2,2.0,text_en,"I can understand what you mean, when you move to another country and your language skills are not yet at the mother level, or you need more time to learn the language, it is sometimes difficult to go to university. But that's not the only way to achieve something in life. Even without a university degree, you can find a job that you enjoy and where you can fully develop.",1,70,18.118,85.077,91.582,41.281,23.333,18.571,97.143,72.857,62.857,20,11.429,1.429,0,10,0,0,8.571,14.286,7.143,0,11.429,8.571,8.571,7.143,2.857,17.143,2.857,2.857,4.286,1.429,2.857,0,37.143,2.857,27.143,5.714,0,7.143,5.714,1.429,8.571,0,4.286,2.857,1.429,1.429,1.429,0,0,0,0,0,18.571,4.286,0,0,0,0,0,11.429,1.429,0,1.429,0,0,0,0,0,5.714,0,0,5.714,0,0,0,0,0,0,0,0,0,0,0,1.429,0,0,0,1.429,0,0,0,0,12.857,11.429,0,2.857,8.571,0,0,0,5.714,0,8.571,0,0,0,0,0,0,11.429,4.286,5.714,0,0,1.429,0,0
AU01.003064,d3_cultural_factors,"Ich verstehe Ihre Gefühle. Sie fühlen sich ausgegrenzt und Sie haben den Eindruck, dass Sie sich in der deutschen Sprache nicht gut ausdrücken können, obwohl ich nur das Gegenteil betonen möchte. Sie sind in die Therapie gegangen und Sie haben jetzt über Ihre Probleme gesprochen, wo Sie mir wirklich auf dem guten deutschen Niveau erzählen können, was Sie beschäftigt. Sie haben ganz präzise Ausdrücke benutzt, sodass ich ein umfassendes Bild bekommen habe, was Sie beschäftigt. Deswegen lassen Sie uns doch gemeinsam schauen, wie Sie Ihre Deutschkenntnisse weiterhin auf dem guten Niveau halten sollen.",1,1,2,1.333,text_en,"I understand your feelings. You feel excluded and you have the impression that you cannot express yourself well in the German language, although I would just like to emphasize the opposite. You went to therapy and you have now talked about your problems, where you can really tell me in a good German level what is bothering you. You used very precise expressions so that I got a comprehensive picture of what concerns you. That's why let's look together at how you can continue to keep your German skills at a good level.",1,93,8.809,99,43.392,84.419,18.6,21.505,95.699,76.344,63.441,25.806,20.43,4.301,1.075,15.054,0,0,5.376,12.903,6.452,0,10.753,9.677,10.753,4.301,1.075,19.355,3.226,0,3.226,2.151,1.075,0,22.581,0,16.129,4.301,3.226,4.301,0,1.075,4.301,0,4.301,4.301,0,2.151,2.151,0,0,0,0,0,21.505,5.376,0,0,0,0,2.151,16.129,0,0,0,0,3.226,0,3.226,0,1.075,0,0,1.075,0,0,1.075,1.075,0,0,0,0,0,0,0,0,0,1.075,0,0,0,0,0,0,9.677,10.753,1.075,1.075,5.376,2.151,0,2.151,2.151,3.226,8.602,0,0,0,0,0,0,9.677,5.376,2.151,0,0,2.151,0,0
AU01.003142,d3_cultural_factors,"Ja, das berührt mich so zu hören, wie Sie das schildern. Wenn ich das richtig verstanden habe, dann haben Sie das Gefühl, obwohl die Menschen Ihnen auch als Freunde vertraut sind, irgendwie nicht so richtig dazu zu gehören. Ist das denn so, dass Sie das in Zusammenhang mit Ihrem Migrationshintergrund sehen, also dass Sie das Gefühl haben, dass Sie mit einem polnischen Migrationshintergrund aufgewachsen sind, wirkt sich aus auf die Freundschaft, die Sie hier führen.",4,4,4,4.0,text_en,"Yes, it touches me to hear you describe it. If I understood that correctly, then you have the feeling that even though people are familiar to you as friends, you somehow don't really belong. Is it the case that you see this in connection with your migration background, i.e. the fact that you have the feeling that you grew up with a Polish migration background, has an impact on the friendship you have here.",1,74,21.366,99,45.99,39.969,24.667,20.27,89.189,72.973,64.865,27.027,14.865,2.703,0,12.162,0,0,12.162,18.919,9.459,0,10.811,8.108,5.405,5.405,1.351,13.514,1.351,0,4.054,4.054,0,0,18.919,1.351,13.514,4.054,1.351,0,5.405,2.703,2.703,0,1.351,1.351,0,0,0,0,0,0,0,0,18.919,2.703,1.351,0,0,0,1.351,16.216,0,2.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.811,13.514,0,0,6.757,1.351,1.351,4.054,1.351,2.703,5.405,0,1.351,0,1.351,0,0,14.865,6.757,6.757,0,0,1.351,0,0
AU01.003143,d3_cultural_factors,"Nun, jetzt kenne ich einige Leute, auch mit Migrationshintergrund, Männer, die eben doch auch an der Universität studiert haben und damit ganz gut zurechtgekommen sind und auch in ihrem Herkunftsland gibt es ja durchaus Männer, die an der Universität studiert haben. Was denken Sie denn, warum das für Männer wie Sie nicht passend sein sollte und wie ist das überhaupt diesen Gedanken zu haben?",1,1,2,1.333,text_en,"Well, now I know a few people, including those with a migrant background, men who also studied at the university and got along quite well with it, and there are also men in their country of origin who studied at the university. Why do you think this shouldn't be suitable for men like you and what is it like to even have that thought?",1,64,22.414,96.887,15.382,69.396,32,17.188,98.438,84.375,73.438,18.75,9.375,1.563,0,3.125,0,1.563,9.375,14.063,6.25,0,18.75,9.375,14.063,7.813,1.563,18.75,3.125,1.563,0,0,0,0,18.75,0,10.938,4.688,3.125,1.563,1.563,0,0,0,3.125,3.125,0,0,0,0,0,0,0,0,15.625,0,0,0,0,0,0,14.063,0,0,0,4.688,1.563,0,1.563,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1.563,0,0,0,0,0,0,10.938,4.688,0,0,4.688,0,0,0,3.125,3.125,4.688,0,0,0,0,0,0,10.938,1.563,6.25,1.563,0,1.563,0,0
AU01.003145,d3_cultural_factors,"Ja, das stelle ich mir sehr schwierig vor, weil das ja bedeutet, dass Sie eigentlich diesen Bereich Ihrer Identität in alle Richtungen verstecken müssen. Können Sie mir das noch ein bisschen genauer erklären? Was befürchten Sie denn konkret, was passieren würde, sowohl bei Ihren Freunden wie auch bei Ihrer Familie, wenn Sie sich da outen würden?",1,1,2,1.333,text_en,"Yes, I imagine that to be very difficult because it means that you actually have to hide this area of ​​your identity in all directions. Can you explain this to me in a little more detail? What specifically do you fear would happen, both to your friends and your family, if you came out?",1,54,12.892,99,52.893,1,18,16.667,98.148,81.481,68.519,27.778,16.667,3.704,0,12.963,0,0,11.111,20.37,1.852,0,14.815,9.259,5.556,5.556,0,16.667,5.556,7.407,3.704,3.704,0,0,22.222,3.704,18.519,5.556,1.852,3.704,1.852,1.852,1.852,0,3.704,0,3.704,1.852,0,1.852,1.852,0,0,0,18.519,1.852,0,0,0,0,1.852,16.667,1.852,1.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.704,0,0,0,0,0,0,1.852,0,7.407,12.963,0,1.852,9.259,1.852,0,0,0,1.852,3.704,3.704,1.852,0,1.852,0,0,11.111,1.852,5.556,3.704,0,0,0,0
AU01.003163,d3_cultural_factors,"Das müssen Sie mir genauer erklären. Warum gehören Menschen mit Migrationshintergrund nicht an die Uni? Was ist es, was da hinderlich sein soll?",1,1,3,1.667,text_en,You have to explain this to me in more detail. Why don't people with a migration background belong at university? What is it that is supposed to be a hindrance?,1,30,30.374,59.9,1,,10,20,90,70,66.667,20,6.667,3.333,0,3.333,0,0,13.333,16.667,6.667,0,16.667,20,3.333,0,3.333,23.333,3.333,3.333,3.333,3.333,0,0,26.667,0,16.667,3.333,3.333,6.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3.333,0,0,0,0,3.333,6.667,0,0,0,0,0,0,0,0,3.333,0,0,3.333,0,0,0,0,0,0,0,0,0,0,0,6.667,0,0,0,0,0,0,0,0,3.333,3.333,0,0,3.333,0,0,0,0,0,10,13.333,0,0,0,0,0,13.333,3.333,0,6.667,0,3.333,0,0
AU01.003164,d3_cultural_factors,"Können Sie mir nochmal genauer erklären, was Ehre in Ihrer Kultur bedeutet und was als unehrnhaft gilt?",2,1,2,1.667,text_en,Can you explain to me in more detail what honor means in your culture and what is considered dishonorable?,1,19,22.981,98.266,93.145,20.235,19,21.053,100,84.211,63.158,26.316,15.789,5.263,0,10.526,0,0,10.526,10.526,0,0,15.789,10.526,0,5.263,0,26.316,10.526,5.263,10.526,0,5.263,5.263,31.579,0,26.316,15.789,0,5.263,0,0,0,0,10.526,5.263,5.263,0,0,0,0,0,0,0,31.579,15.789,0,0,0,10.526,5.263,10.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.526,0,0,10.526,0,0,0,0,5.263,15.789,0,0,0,0,0,0,5.263,0,0,5.263,0,0,0,0
AU01.003165,d3_cultural_factors,"Es geht ja gar nicht anders, als dass Ihnen noch Fehler passieren, auch nach all den Jahren. Können Sie mir Situationen nennen, in denen Sie sich fremd vorkommen oder glauben nicht dazu zu passen?",2,1,2,1.667,text_en,"There's no other way than mistakes still happen, even after all these years. Can you tell me about situations in which you feel strange or don't think you fit in?",1,30,2.14,22.56,99,1.23,15,10,96.667,86.667,66.667,20,13.333,3.333,0,10,0,0,6.667,13.333,0,0,16.667,10,13.333,10,6.667,23.333,6.667,6.667,0,0,0,0,46.667,6.667,30,6.667,0,6.667,3.333,0,13.333,0,3.333,0,3.333,0,0,0,0,0,0,0,13.333,3.333,0,0,0,0,3.333,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,13.333,16.667,0,0,13.333,0,0,3.333,6.667,0,13.333,0,0,0,0,0,0,16.667,3.333,3.333,3.333,0,6.667,0,0
AU01.003238,d3_cultural_factors,"Ich kann verstehen, dass Sie in ein anderes Land gekommen sind, die Sprachen nicht sprechen, keine Leute kennen und das erstmal sehr, sehr schwer sein muss. Viele Menschen sind auch nicht so offen und natürlich treten Schwierigkeiten auf. Haben Sie denn das Gefühl, dass es auch Menschen gibt, also dass es unterschiedlich ist, je nachdem wo sie sind, wie man ihnen begegnet?",4,1,2,2.333,text_en,"I can understand that you came to another country, don't speak the languages, don't know any people and that must be very, very difficult at first. Many people are also not so open and of course difficulties arise. Do you have the feeling that there are people too, that things are different depending on where they are and how you meet them?",1,62,1,76.428,35.876,6.374,20.667,14.516,98.387,83.871,69.355,19.355,9.677,1.613,0,4.839,0,3.226,9.677,16.129,3.226,1.613,6.452,16.129,12.903,8.065,4.839,25.806,9.677,4.839,0,0,0,0,35.484,0,25.806,6.452,3.226,4.839,3.226,6.452,4.839,0,4.839,1.613,3.226,0,0,0,0,0,0,0,19.355,4.839,0,0,0,0,1.613,12.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.903,9.677,0,1.613,6.452,0,0,1.613,0,1.613,11.29,0,0,0,0,0,0,14.516,3.226,6.452,1.613,0,3.226,0,0
